	ref_name	index	key	value	value(翻訳）	備考: 翻訳に改行が含まれているとロケール作成時にエラーになります。改行を入れないよう注意して下さい。（注：ゲーム内の改行は\nと書く）
29	BUILDING_TITLE	Skating Rink	0	Skating Rink	スケートリンク	
30	BUILDING_TITLE	Ice Sculpture Park	0	Ice Sculpture Park	氷の彫刻公園	
31	BUILDING_TITLE	Ski Resort Building	0	Ski Resort	スキーリゾート	
32	BUILDING_TITLE	Ice Hockey Arena	0	Ice Hockey Arena	アイスホッケーアリーナ	
33	BUILDING_TITLE	Spa Hotel	0	Spa Hotel	スパホテル	
34	BUILDING_TITLE	Boiler Station	0	Boiler Station	ボイラーステーション	
35	BUILDING_TITLE	Snowdump	0	Snow Dump	雪寄せ場	
36	BUILDING_TITLE	Road Maintenance Depot	0	Road Maintenance Depot	道路管理事業所	
37	BUILDING_TITLE	Curling Park	0	Curling Park	カーリング公園	
38	BUILDING_TITLE	Sled_Hill	0	Sledding Hill	そり公園	
39	BUILDING_TITLE	Snowman_Park	0	Snowman Park	雪だるま公園	
40	BUILDING_TITLE	Snowcastle Restaurant	0	Snowcastle Restaurant	雪のお城レストラン	
41	BUILDING_TITLE	Sleigh Ride	0	Sleigh Ride	そり遊び場	
42	BUILDING_TITLE	Ice Hockey Rink	0	Ice Hockey Rink	アイスホッケーリンク	
43	BUILDING_TITLE	Snowmobile Track	0	Snowmobile Track	スノーモービル競技場	
44	BUILDING_TITLE	Ice_Fishing_Pond	0	Icefishing Pond	ワカサギ釣り場	
45	BUILDING_TITLE	Frozen Fountain	0	Frozen Fountain	凍った噴水	
46	BUILDING_TITLE	Public Firepit	0	Firepit Park	焚火公園	
47	BUILDING_TITLE	Igloo Hotel	0	Igloo Hotel	イグルーホテル	
48	BUILDING_TITLE	Santa_Claus_Workshop	0	Santa Claus' Workshop	サンタクロース工房	
49	BUILDING_TITLE	Geothermal_Plant	0	Geothermal Heating Plant	地熱暖房プラント	
50	BUILDING_TITLE	Cross-Country Skiing	0	Cross-Country Skiing Park	クロスカントリースキー場	
51	BUILDING_TITLE	2x2_winter_fishing_pier	0	Fishing Pier	釣り場	
52	BUILDING_TITLE	Christmas Tree	0	The Christmas Tree	クリスマスツリー	
53	BUILDING_TITLE	snowboard_arena	0	Snowboard Arena	スノーボードアリーナ	
54	BUILDING_TITLE	ParadoxPlazaWinter	0	Paradox Plaza	パラドックスプラザ	
55	BUILDING_TITLE	Medical Clinic Winter	0	Medical Clinic	診療所	
56	BUILDING_TITLE	Medical Helicopter Base	0	Medical Helicopter Depot	救急ヘリ発着所	
57	BUILDING_TITLE	Police Helicopter Base	0	Police Helicopter Depot	警察ヘリ発着所	
58	BUILDING_TITLE	Fire Helicopter Base	0	Fire Helicopter Depot	消防ヘリ発着所	
59	BUILDING_TITLE	Disaster Memorial	0	Disaster Memorial	災害記念公園	
60	BUILDING_TITLE	Meteorite Park	0	Meteorite Park	隕石公園	
61	BUILDING_TITLE	Helicopter Park	0	Helicopter Park	ヘリコプター公園	
62	BUILDING_TITLE	Pyramid Of Safety	0	Pyramid Of Safety	安全のピラミッド	
63	BUILDING_TITLE	Sphinx Of Scenarios	0	Sphinx Of Scenarios	シナリオのスフィンクス	
64	BUILDING_TITLE	Sparkly Unicorn Rainbow Park	0	Sparkly Unicorn Rainbow Park	スパークリーユニコーンレインボー公園	
65	BUILDING_TITLE	Doomsday Vault	0	Doomsday Vault	ドゥームズデイ・ヴォールト	
66	BUILDING_TITLE	Water Pumping Service Building	0	Pumping Service	排水サービス局	
67	BUILDING_TITLE	Disaster Response Unit	0	Disaster Response Unit	災害対策本部	
68	BUILDING_TITLE	Water Reservoir	0	Tank Reservoir	貯水タンク	
69	BUILDING_TITLE	Small Emergency Shelter	0	Small Emergency Shelter	小型シェルター	
70	BUILDING_TITLE	Large Emergency Shelter	0	Large Emergency Shelter	大型シェルター	
71	BUILDING_TITLE	Radio Mast Short	0	Short Radio Mast	小型電波塔	
72	BUILDING_TITLE	Radio Mast Tall	0	Tall Radio Mast	大型電波塔	
73	BUILDING_TITLE	Firewatch Tower	0	Firewatch Tower	火の見櫓	
74	BUILDING_TITLE	Fresh Water Outlet	0	Fresh Water Outlet	上水放水施設	
75	BUILDING_TITLE	Deep Space Radar	0	Deep Space Radar	近傍天体監視レーダー	
76	BUILDING_TITLE	Weather Radar	0	Weather Radar	気象レーダー	
77	BUILDING_TITLE	Tsunami Warning Buoy	0	Tsunami Warning Buoy	津波観測ブイ	
78	BUILDING_TITLE	Earthquake Early Warning Sensor	0	Earthquake Sensor	地震計	
79	BUILDING_TITLE	Large Trainstation	0	Multiplatform Train Station	大型鉄道駅	
80	BUILDING_TITLE	End of the line Trainstation	0	Multiplatform End Station	大型の終点駅	
81	BUILDING_TITLE	Ferry Bus Hub	0	Ferry and Bus Exchange Stop	フェリー・バスの乗換所	
82	BUILDING_TITLE	Ferry Depot	0	Ferry Depot	フェリーの格納庫	
83	BUILDING_TITLE	Ferry Harbor	0	Ferry Pier	フェリー停泊所	
84	BUILDING_TITLE	Ferry Pier	0	Ferry Stop	フェリー乗り場	
85	BUILDING_TITLE	Monorail Station Standalone	0	Monorail Station	モノレールの駅	
86	BUILDING_TITLE	Monorail Station Avenue	0	Monorail Station with Road	大通り上のモノレール駅	
87	BUILDING_TITLE	Cable Car Stop	0	Cable Car Stop	ロープウェイの駅	
88	BUILDING_TITLE	Cable Car Cables	0	Cables for Cable Car	ロープウェイの索条	
89	BUILDING_TITLE	Blimp Depot	0	Blimp Depot	飛行船の格納庫	
90	BUILDING_TITLE	Blimp Stop	0	Blimp Stop	飛行船の乗り場	
91	BUILDING_TITLE	Boat Museum	0	Boat Museum	船の博物館	
92	BUILDING_TITLE	Traffic Park	0	Traffic Park	交通公園	
93	BUILDING_TITLE	Steam Train	0	Locomotive Halls	機関車の殿堂	
94	BUILDING_TITLE	Monorail Train Metro Hub	0	Metro-Monorail-Train Hub	地下鉄・モノレール・鉄道の乗換駅	
95	BUILDING_TITLE	Monorail Bus Hub	0	Monorail-Bus Hub	モノレール・バスの乗換駅	
96	BUILDING_TITLE	Cable Car Station End	0	End-of-Line Cable Car Stop	ロープウェイの終点駅	
97	BUILDING_TITLE	Ultimate Recycling Plant	0	Ultimate Recycling Plant	究極のリサイクル工場	1.9.0-f5で追加
98	BUILDING_TITLE	Central Park	0	Central Park	セントラル・パーク	1.9.0-f5で追加
99	BUILDING_TITLE	Floating Gardens	0	Floating Gardens	水上庭園	1.9.0-f5で追加
100	BUILDING_TITLE	Ziggurat Garden	0	Ziggurat Garden	ジッグラト・ガーデン	1.9.0-f5で追加
101	BUILDING_TITLE	Lungs of the City	0	Lungs of the City	ラングス・オブ・ザ・シティ	1.9.0-f5で追加
102	BUILDING_TITLE	Climate Research Station	0	Climate Research Station	気象研究所	1.9.0-f5で追加
103	BUILDING_TITLE	Bird and Bee Haven	0	Bird and Bee Haven	鳥とハチの楽園	1.9.0-f5で追加
104	BUILDING_TITLE	Geothermal Power Plant	0	Geothermal Power Plant	地熱発電所	1.9.0-f5で追加
105	BUILDING_TITLE	Ocean Thermal Energy Conversion Plant	0	Ocean Thermal Energy Conversion Plant	海洋熱エネルギー変換プラント	1.9.0-f5で追加
106	BUILDING_TITLE	Solar Updraft Tower	0	Solar Updraft Tower	ソーラーチムニー	1.9.0-f5で追加
107	BUILDING_TITLE	Eco Water Outlet	0	Eco Water Outlet	簡易浄化型排水管	1.9.0-f5で追加
108	BUILDING_TITLE	Eco Water Treatment Plant	0	Eco Water Treatment Plant	高性能下水処理施設	1.9.0-f5で追加
109	BUILDING_TITLE	Recycling Center	0	Recycling Center	リサイクルセンター	1.9.0-f5で追加
110	BUILDING_TITLE	Floating Garbage Collector	0	Floating Garbage Collector	浮遊ゴミ回収機構	1.9.0-f5で追加
111	BUILDING_TITLE	Community Pool	0	Community Pool	市民プール	1.9.0-f5で追加
112	BUILDING_TITLE	Community Pool Winter	0	Community Pool	市民プール	1.9.0-f5で追加
113	BUILDING_TITLE	Sports Hall and Gymnasium	0	Sports Hall and Gymnasium	運動ホールとジム	1.9.0-f5で追加
114	BUILDING_TITLE	Yoga Garden	0	Yoga Garden	ヨガ公園	1.9.0-f5で追加
115	BUILDING_TITLE	Yoga Garden Winter	0	Yoga Garden	ヨガ公園	1.9.0-f5で追加
116	BUILDING_TITLE	Community School	0	Community School	コミュニティ・スクール	1.9.0-f5で追加
117	BUILDING_TITLE	University of Creative Arts	0	Institute of Creative Arts	芸術学校	1.9.0-f5で追加
118	BUILDING_TITLE	Modern Technology Institute	0	Modern Technology Institute	近代技術学院	1.9.0-f5で追加
119	BUILDING_TITLE	Biofuel Bus Depot	0	Biofuel Bus Depot	バイオディーゼルバスの車庫	1.9.0-f5で追加
120	BUILDING_TITLE	Tropical Garden	0	Tropical Garden	南国庭園	1.9.0-f5で追加
121	BUILDING_TITLE	Floating Cafe	0	Floating Cafe	水上カフェ	1.9.0-f5で追加
122	BUILDING_TITLE	Fishing Island	0	Fishing Island	フィッシング・アイランド	1.9.0-f5で追加
123	BUILDING_TITLE	Small Park Main Gate	0	Small Park Main Gate	パークの小さなメインゲート	1.10.0-f3 にて追加
124	BUILDING_TITLE	Small Amusement Park Main Gate	0	Small Amusement Park Main Gate	遊園地の小さなメインゲート	1.10.0-f3 にて追加
125	BUILDING_TITLE	Small Zoo Main Gate	0	Small Zoo Main Gate	動物園の小さなメインゲート	1.10.0-f3 にて追加
126	BUILDING_TITLE	Small Nature Reserve Main Gate	0	Small Nature Reserve Main Gate	自然保護区の小さなメインゲート	1.10.0-f3 にて追加
127	BUILDING_TITLE	Park Main Gate	0	Park Main Gate	パークのメインゲート	1.10.0-f3 にて追加
128	BUILDING_TITLE	Park Side Gate	0	Park Side Gate	パークのサイドゲート	1.10.0-f3 にて追加
129	BUILDING_TITLE	Park Restrooms 01	0	Park Restrooms #1	パークのトイレ #1	1.10.0-f3 にて追加
130	BUILDING_TITLE	Climbing Frame 01	0	Climbing Frame #1	ジャングルジム #1	1.10.0-f3 にて追加
131	BUILDING_TITLE	Park Plaza	0	Park Plaza	パークの広場	1.10.0-f3 にて追加
132	BUILDING_TITLE	Park Pier 01	0	Park Pier #1	パークの桟橋 #1	1.10.0-f3 にて追加
133	BUILDING_TITLE	Park Pier 02	0	Park Pier #2	パークの桟橋 #2	1.10.0-f3 にて追加
134	BUILDING_TITLE	Park Cafe 01	0	Park Cafe #1	パークのカフェ #1	1.10.0-f3 にて追加
135	BUILDING_TITLE	Park Info Booth 01	0	Park Info Booth #1	パーク案内所 #1	1.10.0-f3 にて追加
136	BUILDING_TITLE	Trampoline Park 01	0	Trampoline Park #1	トランポリン公園 #1	1.10.0-f3 にて追加
137	BUILDING_TITLE	Park Chess Board 01	0	Park Chess Board #1	巨大チェス広場 #1	1.10.0-f3 にて追加
138	BUILDING_TITLE	Gazebo 01	0	Gazebo #1	東屋 #1	1.10.0-f3 にて追加
139	BUILDING_TITLE	Gazebo 02	0	Gazebo #2	東屋 #2	1.10.0-f3 にて追加
140	BUILDING_TITLE	Amusement Park Main Gate	0	Amusement Park Main Gate	遊園地のメインゲート	1.10.0-f3 にて追加
141	BUILDING_TITLE	Amusement Park Side Gate	0	Amusement Park Side Gate	遊園地のサイドゲート	1.10.0-f3 にて追加
142	BUILDING_TITLE	Amusement Park Cafe 01	0	Amusement Park Cafe #1	遊園地カフェ #1	1.10.0-f3 にて追加
143	BUILDING_TITLE	Amusement Park Plaza 01	0	Amusement Park Plaza	遊園地広場	1.10.0-f3 にて追加
144	BUILDING_TITLE	Piggy Train	0	Piggy Train	ブタさん列車	1.10.0-f3 にて追加
145	BUILDING_TITLE	Carousel	0	Carousel	メリーゴーランド	1.10.0-f3 にて追加
146	BUILDING_TITLE	Bumper Cars	0	Bumper Cars	バンパーカー広場	1.10.0-f3 にて追加
147	BUILDING_TITLE	Pendulum Ride	0	Pendulum Ride	ペンデュラム・ライド	1.10.0-f3 にて追加
148	BUILDING_TITLE	Ferris Wheel	0	Ferris Wheel	観覧車	1.10.0-f3 にて追加
149	BUILDING_TITLE	Swinging Boat	0	Swinging Boat	フライング・パイレーツ	1.10.0-f3 にて追加
150	BUILDING_TITLE	Drop Tower Ride	0	Drop Tower Ride	ドロップタワー	1.10.0-f3 にて追加
151	BUILDING_TITLE	Rotating Tea Cups	0	Rotating Tea Cups	ティーカップ	1.10.0-f3 にて追加
152	BUILDING_TITLE	House Of Horrors	0	House Of Horrors	ホラーハウス	1.10.0-f3 にて追加
153	BUILDING_TITLE	Game Booth 01	0	Game Booth #1	ゲームブース #1	1.10.0-f3 にて追加
154	BUILDING_TITLE	Game Booth 02	0	Game Booth #2	ゲームブース #2	1.10.0-f3 にて追加
155	BUILDING_TITLE	Amusement Park Souvenir Shop 01	0	Amusement Park Souvenir Shop #1	遊園地の土産物屋	1.10.0-f3 にて追加
156	BUILDING_TITLE	Rollercoaster	0	Rollercoaster	ジェットコースター	1.10.0-f3 にて追加
157	BUILDING_TITLE	Amusement Park Restrooms 01	0	Amusement Park Restrooms #1	遊園地のトイレ #1	1.10.0-f3 にて追加
158	BUILDING_TITLE	Zoo Main Gate	0	Zoo Main Gate	動物園のメインゲート	1.10.0-f3 にて追加
159	BUILDING_TITLE	Zoo Side Gate	0	Zoo Side Gate	動物園のサイドゲート	1.10.0-f3 にて追加
160	BUILDING_TITLE	Zoo Restrooms 01	0	Zoo Restrooms #1	動物園のトイレ #1	1.10.0-f3 にて追加
161	BUILDING_TITLE	Zoo Cafe 01	0	Zoo Cafe #1	動物園のカフェ #1	1.10.0-f3 にて追加
162	BUILDING_TITLE	Zoo Plaza 01	0	Zoo Plaza	動物園の広場	1.10.0-f3 にて追加
163	BUILDING_TITLE	Bison Enclosure	0	Bison Enclosure	バイソンの囲い	1.10.0-f3 にて追加
164	BUILDING_TITLE	Giraffe Enclosure	0	Giraffe Enclosure	キリンの囲い	1.10.0-f3 にて追加
165	BUILDING_TITLE	Lion Enclosure	0	Lion Enclosure	ライオンの囲い	1.10.0-f3 にて追加
166	BUILDING_TITLE	Antelope Enclosure	0	Antelope Enclosure	レイヨウの囲い	1.10.0-f3 にて追加
167	BUILDING_TITLE	Flamingo Enclosure	0	Flamingo Enclosure	フラミンゴの囲い	1.10.0-f3 にて追加
168	BUILDING_TITLE	Zoo Souvenir Shop 01	0	Zoo Souvenir Shop #1	動物園の土産物屋 #1	1.10.0-f3 にて追加
169	BUILDING_TITLE	Elephant Enclosure	0	Elephant Enclosure	ゾウの囲い	1.10.0-f3 にて追加
170	BUILDING_TITLE	Rhino Enclosure	0	Rhino Enclosure	サイの囲い	1.10.0-f3 にて追加
171	BUILDING_TITLE	Sealife Enclosure	0	Sealife Enclosure	海の生き物の囲い	1.10.0-f3 にて追加
172	BUILDING_TITLE	Moose And Reindeer Enclosure	0	Moose And Reindeer Enclosure	ヘラジカとトナカイの囲い	1.10.0-f3 にて追加
173	BUILDING_TITLE	Insect Amphibian Reptile House	0	Insect, Amphibian and Reptile House	昆虫・両生類・爬虫類の施設	1.10.0-f3 にて追加
174	BUILDING_TITLE	Monkey Palace	0	Monkey Palace	サル山	1.10.0-f3 にて追加
175	BUILDING_TITLE	Bird House	0	Bird House	鳥類用の施設	1.10.0-f3 にて追加
176	BUILDING_TITLE	Nature Reserve Main Gate	0	Nature Reserve Main Gate	自然保護区のメインゲート	1.10.0-f3 にて追加
177	BUILDING_TITLE	Nature Reserve Side Gate	0	Nature Reserve Side Gate	自然保護区のサイドゲート	1.10.0-f3 にて追加
178	BUILDING_TITLE	Lean-To Shelter 01	0	Lean-To Shelter #1	差し掛け小屋 #1	1.10.0-f3 にて追加
179	BUILDING_TITLE	Lean-To Shelter 02	0	Lean-To Shelter #2	差し掛け小屋 #2	1.10.0-f3 にて追加
180	BUILDING_TITLE	Hunting Cabin 01	0	Hunting Cabin #1	狩猟小屋 #1	1.10.0-f3 にて追加
181	BUILDING_TITLE	Hunting Cabin 02	0	Hunting Cabin #2	狩猟小屋 #2	1.10.0-f3 にて追加
182	BUILDING_TITLE	Viewing Deck 01	0	Viewing Deck #1	展望台 #1	1.10.0-f3 にて追加
183	BUILDING_TITLE	Viewing Deck 02	0	Viewing Deck #2	展望台 #2	1.10.0-f3 にて追加
184	BUILDING_TITLE	Campfire Site 01	0	Campfire Site #1	キャンプファイヤー台 #1	1.10.0-f3 にて追加 画面で確認した限り、日本的なキャンプファイヤーショーに使う施設ではないようです。
185	BUILDING_TITLE	Campfire Site 02	0	Campfire Site #2	キャンプファイヤー台 #2	1.10.0-f3 にて追加 どちらかというと、暖をとったり、簡単な料理をしたり、獣よけをしたりする焚き火の方に近い？
186	BUILDING_TITLE	Lookout Tower 01	0	Lookout Tower #1	展望塔 #1	1.10.0-f3 にて追加
187	BUILDING_TITLE	Lookout Tower 02	0	Lookout Tower #2	展望塔 #2	1.10.0-f3 にて追加
188	BUILDING_TITLE	Tent Camping Site 01	0	Tent Camping Site #1	テントキャンプ場 #1	1.10.0-f3 にて追加
189	BUILDING_TITLE	Bouldering Site 01	0	Bouldering Site #1	ボルダリング場 #1	1.10.0-f3 にて追加
190	BUILDING_TITLE	Camping Site 01	0	Camping Site #1	キャンプ場 #1	1.10.0-f3 にて追加
191	BUILDING_TITLE	Tent 01	0	Tent #1	テント #1	1.10.0-f3 にて追加
192	BUILDING_TITLE	Tent 02	0	Tent #2	テント #2	1.10.0-f3 にて追加
193	BUILDING_TITLE	Tent 03	0	Tent #3	テント #3	1.10.0-f3 にて追加
194	BUILDING_TITLE	Fishing Cabin 01	0	Fishing Cabin #1	釣り小屋 #1	1.10.0-f3 にて追加
195	BUILDING_TITLE	Fishing Cabin 02	0	Fishing Cabin #2	釣り小屋 #2	1.10.0-f3 にて追加
196	BUILDING_TITLE	Park Maintenance Building	0	Park Maintenance Building	パーク管理事務所	1.10.0-f3 にて追加
197	BUILDING_TITLE	Sightseeing Bus Depot	0	Sightseeing Bus Depot	観光バスの車庫	1.10.0-f3 にて追加
198	BUILDING_TITLE	City Arch	0	City Arch	シティーアーチ	1.10.0-f3 にて追加
199	BUILDING_TITLE	Clock Tower	0	Clock Tower	時計台	1.10.0-f3 にて追加
200	BUILDING_TITLE	Old Market Street	0	Old Market Street	オールドマーケットストリート	1.10.0-f3 にて追加
201	BUILDING_TITLE	Sea Fortress	0	Sea Fortress	海岸要塞	1.10.0-f3 にて追加
202	BUILDING_TITLE	Observation Tower	0	Observation Tower	見晴らし塔	1.10.0-f3 にて追加
203	BUILDING_TITLE	The Statue Of Colossalus	0	The Statue of Colossalus	Colossalus の巨像	1.10.0-f3 にて追加
204	BUILDING_TITLE	Castle Of Lord Chirpwick	0	Castle Of Lord Chirpwick	チャープウィック公の城	1.10.0-f3 にて追加
205	BUILDING_TITLE	Hot Air Balloon Tours	0	Hot Air Balloon Tours	熱気球ツアー社	1.10.0-f3 にて追加
206	BUILDING_TITLE	Wildlife Spawn Point 2	0	Exotic Wildlife Spawn Point	野生動物発生地点	1.10.0-f3 にて追加
207	BUILDING_TITLE	Cave 01	0	Cave #1	洞窟 #1	1.10.0-f3 にて追加
208	BUILDING_TITLE	Cave 02	0	Cave #2	洞窟 #2	1.10.0-f3 にて追加
209	BUILDING_TITLE	Cave 03	0	Cave #3	洞窟 #3	1.10.0-f3 にて追加
210	BUILDING_TITLE	Cliff 01	0	Cliff #1	断崖 #1	1.10.0-f3 にて追加
211	BUILDING_TITLE	Cliff 02	0	Cliff #2	断崖 #2	1.10.0-f3 にて追加
212	BUILDING_TITLE	Cliff 03	0	Cliff #3	断崖 #3	1.10.0-f3 にて追加
213	BUILDING_TITLE	Cliff 04	0	Cliff #4	断崖 #4	1.10.0-f3 にて追加
214	BUILDING_TITLE	Cliff 05	0	Cliff #5	断崖 #5	1.10.0-f3 にて追加
215	BUILDING_TITLE	Cliff 06	0	Cliff #6	断崖 #6	1.10.0-f3 にて追加
216	BUILDING_TITLE	Cliff 07	0	Cliff #7	断崖 #7	1.10.0-f3 にて追加
217	BUILDING_TITLE	Cliff 08	0	Cliff #8	断崖 #8	1.10.0-f3 にて追加
218	BUILDING_TITLE	Cliff 09	0	Cliff #9	断崖 #9	1.10.0-f3 にて追加
219	BUILDING_TITLE	Cliff 10	0	Cliff #10	断崖 #10	1.10.0-f3 にて追加
220	BUILDING_TITLE	Cliff 11	0	Cliff #11	断崖 #11	1.10.0-f3 にて追加
221	BUILDING_TITLE	Cliff 12	0	Cliff #12	断崖 #12	1.10.0-f3 にて追加
222	BUILDING_TITLE	Rock Formation 01 B	0	Rock Formation #5	立派な岩 #5	1.10.0-f3 にて追加
223	BUILDING_TITLE	Rock Formation 01 C	0	Rock Formation #6	立派な岩 #6	1.10.0-f3 にて追加
224	BUILDING_TITLE	Rock Formation 02 B	0	Rock Formation #7	立派な岩 #7	1.10.0-f3 にて追加
225	BUILDING_TITLE	Rock Formation 02 C	0	Rock Formation #8	立派な岩 #8	1.10.0-f3 にて追加
226	BUILDING_TITLE	Rock Formation 03 B	0	Rock Formation #9	立派な岩 #9	1.10.0-f3 にて追加
227	BUILDING_TITLE	Rock Formation 03 C	0	Rock Formation #10	立派な岩 #10	1.10.0-f3 にて追加
228	BUILDING_TITLE	Rock Formation 04 B	0	Rock Formation #11	立派な岩 #11	1.10.0-f3 にて追加
229	BUILDING_TITLE	Rock Formation 04 C	0	Rock Formation #12	立派な岩 #12	1.10.0-f3 にて追加
230	BUILDING_TITLE	Festival Area 1	0	Festival Area	フェス会場	
231	BUILDING_TITLE	Festival Area 2	0	Festival Area	フェス会場	
232	BUILDING_TITLE	Festival Area 3	0	Festival Area	フェス会場	
233	BUILDING_TITLE	Broadcasting Studios	0	Media Broadcast Building	メディア放送局	1.9.0-f5で追加
234	BUILDING_TITLE	Live Music Venue	0	Music Club	ミュージック・クラブ	1.9.0-f5で追加
235	BUILDING_TITLE	Festival Fan Zone	0	Fan Zone Park	ファン広場	1.9.0-f5で追加　: 「公園」とは少し違うので省略
236	BUILDING_TITLE	Football Stadium	0	Football Stadium	サッカースタジアム	「岩場１」となっていたのを修正済（2017/10/21 23:15)
237	BUILDING_TITLE	Rock Area 01	0	Rock Area #1	岩場１	
238	BUILDING_TITLE	Rock Area 02	0	Rock Area #2	岩場２	
239	BUILDING_TITLE	Rock Area 03	0	Rock Area #3	岩場３	
240	BUILDING_TITLE	Rock Area 04	0	Rock Area #4	岩場４	
241	BUILDING_TITLE	Boulder 01	0	Boulder #1	岩１	
242	BUILDING_TITLE	Boulder 02	0	Boulder #2	岩２	
243	BUILDING_TITLE	Boulder 03	0	Boulder #3	岩３	
244	BUILDING_TITLE	Boulder 04	0	Boulder #4	岩４	
245	BUILDING_TITLE	Rock Formation 01	0	Rock Formation #1	立派な岩	
246	BUILDING_TITLE	Rock Formation 02	0	Rock Formation #2	立派な岩２	
247	BUILDING_TITLE	Rock Formation 03	0	Rock Formation #3	立派な岩３	
248	BUILDING_TITLE	Rock Formation 04	0	Rock Formation #4	立派な岩４	
249	BUILDING_TITLE	Ship Wreck 01	0	Ship Wreck	難破船	
250	BUILDING_TITLE	Castle Ruins 01	0	Castle Ruins	城跡	
251	BUILDING_TITLE	Castle Ruins 02	0	Castle Tower Ruins #1	城塔跡	
252	BUILDING_TITLE	Castle Ruins 03	0	Castle Tower Ruins #2	城塔跡２	
253	BUILDING_TITLE	Bunker Ruins 01	0	Bunker Ruins #1	掩体壕の廃墟	
254	BUILDING_TITLE	Bunker Ruins 02	0	Bunker Ruins #2	掩体壕の廃墟２	
255	BUILDING_TITLE	Abandoned Building 01	0	Abandoned Stone Farmhouse	石造りの農家の廃屋	
256	BUILDING_TITLE	Ancient Cemetery 01	0	Ancient Cemetery	古代の墓	
257	BUILDING_TITLE	Abandoned Factory 01	0	Abandoned Factory	廃工場	
258	BUILDING_TITLE	Abandoned Lighthouse 01	0	Abandoned Lighthouse	廃灯台	
259	BUILDING_TITLE	Pier Ruins 01	0	Pier Ruins	桟橋の廃墟	
260	BUILDING_TITLE	Coal Power Plant	0	Coal Power Plant	石炭発電所	
261	BUILDING_TITLE	Oil Power Plant	0	Oil Power Plant	石油発電所	
262	BUILDING_TITLE	Nuclear Power Plant	0	Nuclear Power Plant	原子力発電所	
263	BUILDING_TITLE	Wind Turbine	0	Wind Turbine	風力発電所	
264	BUILDING_TITLE	Advanced Wind Turbine	0	Advanced Wind Turbine	先進型風力発電所	
265	BUILDING_TITLE	Solar Power Plant	0	Solar Power Plant	太陽熱発電所	
266	BUILDING_TITLE	Water Intake	0	Water Pumping Station	ポンプ場	
267	BUILDING_TITLE	Water Outlet	0	Water Drain Pipe	排水管	
268	BUILDING_TITLE	Water Treatment Plant	0	Water Treatment Plant	下水処理施設	
269	BUILDING_TITLE	Water Tower	0	Water Tower	給水塔	
270	BUILDING_TITLE	Landfill Site	0	Landfill Site	ゴミ処分場	
271	BUILDING_TITLE	Combustion Plant	0	Incineration Plant	ゴミ焼却炉	
272	BUILDING_TITLE	Hospital	0	Hospital	病院	
273	BUILDING_TITLE	Medical Clinic	0	Medical Clinic	診療所	
274	BUILDING_TITLE	Crematory	0	Crematorium	火葬場	
275	BUILDING_TITLE	Cemetery	0	Cemetery	墓地	
276	BUILDING_TITLE	Fire House	0	Fire House	消防署	
277	BUILDING_TITLE	Fire Station	0	Fire Station	消防本部	
