	ref_name	index	key	value	value(翻訳）	備考: 翻訳に改行が含まれているとロケール作成時にエラーになります。改行を入れないよう注意して下さい。（注：ゲーム内の改行は\nと書く）
29	BUILDING_TITLE	Ice Sculpture Park	0	Ice Sculpture Park	氷の彫刻公園	
30	BUILDING_TITLE	Ski Resort Building	0	Ski Resort	スキーリゾート	
31	BUILDING_TITLE	Ice Hockey Arena	0	Ice Hockey Arena	アイスホッケーアリーナ	
32	BUILDING_TITLE	Spa Hotel	0	Spa Hotel	スパホテル	
33	BUILDING_TITLE	Boiler Station	0	Boiler Station	ボイラーステーション	
34	BUILDING_TITLE	Snowdump	0	Snow Dump	雪寄せ場	
35	BUILDING_TITLE	Road Maintenance Depot	0	Road Maintenance Depot	道路管理事業所	
36	BUILDING_TITLE	Curling Park	0	Curling Park	カーリング公園	
37	BUILDING_TITLE	Sled_Hill	0	Sledding Hill	そり公園	
38	BUILDING_TITLE	Snowman_Park	0	Snowman Park	雪だるま公園	
39	BUILDING_TITLE	Snowcastle Restaurant	0	Snowcastle Restaurant	雪のお城レストラン	
40	BUILDING_TITLE	Sleigh Ride	0	Sleigh Ride	そり遊び場	
41	BUILDING_TITLE	Ice Hockey Rink	0	Ice Hockey Rink	アイスホッケーリンク	
42	BUILDING_TITLE	Snowmobile Track	0	Snowmobile Track	スノーモービル競技場	
43	BUILDING_TITLE	Ice_Fishing_Pond	0	Icefishing Pond	ワカサギ釣り場	
44	BUILDING_TITLE	Frozen Fountain	0	Frozen Fountain	凍った噴水	
45	BUILDING_TITLE	Public Firepit	0	Firepit Park	焚火公園	
46	BUILDING_TITLE	Igloo Hotel	0	Igloo Hotel	イグルーホテル	
47	BUILDING_TITLE	Santa_Claus_Workshop	0	Santa Claus' Workshop	サンタクロース工房	
48	BUILDING_TITLE	Geothermal_Plant	0	Geothermal Heating Plant	地熱暖房プラント	
49	BUILDING_TITLE	Cross-Country Skiing	0	Cross-Country Skiing Park	クロスカントリースキー場	
50	BUILDING_TITLE	2x2_winter_fishing_pier	0	Fishing Pier	釣り場	
51	BUILDING_TITLE	Christmas Tree	0	The Christmas Tree	クリスマスツリー	
52	BUILDING_TITLE	snowboard_arena	0	Snowboard Arena	スノーボードアリーナ	
53	BUILDING_TITLE	ParadoxPlazaWinter	0	Paradox Plaza	パラドックスプラザ	
54	BUILDING_TITLE	Medical Clinic Winter	0	Medical Clinic	診療所	
55	BUILDING_TITLE	Medical Helicopter Base	0	Medical Helicopter Depot	救急ヘリ発着所	
56	BUILDING_TITLE	Police Helicopter Base	0	Police Helicopter Depot	警察ヘリ発着所	
57	BUILDING_TITLE	Fire Helicopter Base	0	Fire Helicopter Depot	消防ヘリ発着所	
58	BUILDING_TITLE	Disaster Memorial	0	Disaster Memorial	災害記念公園	
59	BUILDING_TITLE	Meteorite Park	0	Meteorite Park	隕石公園	
60	BUILDING_TITLE	Helicopter Park	0	Helicopter Park	ヘリコプター公園	
61	BUILDING_TITLE	Pyramid Of Safety	0	Pyramid Of Safety	安全のピラミッド	
62	BUILDING_TITLE	Sphinx Of Scenarios	0	Sphinx Of Scenarios	シナリオのスフィンクス	
63	BUILDING_TITLE	Sparkly Unicorn Rainbow Park	0	Sparkly Unicorn Rainbow Park	スパークリーユニコーンレインボー公園	
64	BUILDING_TITLE	Doomsday Vault	0	Doomsday Vault	ドゥームズデイ・ヴォールト	
65	BUILDING_TITLE	Water Pumping Service Building	0	Pumping Service	排水サービス局	
66	BUILDING_TITLE	Disaster Response Unit	0	Disaster Response Unit	災害対策本部	
67	BUILDING_TITLE	Water Reservoir	0	Tank Reservoir	貯水タンク	
68	BUILDING_TITLE	Small Emergency Shelter	0	Small Emergency Shelter	小型シェルター	
69	BUILDING_TITLE	Large Emergency Shelter	0	Large Emergency Shelter	大型シェルター	
70	BUILDING_TITLE	Radio Mast Short	0	Short Radio Mast	小型電波塔	
71	BUILDING_TITLE	Radio Mast Tall	0	Tall Radio Mast	大型電波塔	
72	BUILDING_TITLE	Firewatch Tower	0	Firewatch Tower	火の見櫓	
73	BUILDING_TITLE	Fresh Water Outlet	0	Fresh Water Outlet	上水放水施設	
74	BUILDING_TITLE	Deep Space Radar	0	Deep Space Radar	近傍天体監視レーダー	
75	BUILDING_TITLE	Weather Radar	0	Weather Radar	気象レーダー	
76	BUILDING_TITLE	Tsunami Warning Buoy	0	Tsunami Warning Buoy	津波観測ブイ	
77	BUILDING_TITLE	Earthquake Early Warning Sensor	0	Earthquake Sensor	地震計	
78	BUILDING_TITLE	Large Trainstation	0	Multiplatform Train Station	大型鉄道駅	
79	BUILDING_TITLE	End of the line Trainstation	0	Multiplatform End Station	大型の終点駅	
80	BUILDING_TITLE	Ferry Bus Hub	0	Ferry and Bus Exchange Stop	フェリー・バスの乗換所	
81	BUILDING_TITLE	Ferry Depot	0	Ferry Depot	フェリーの格納庫	
82	BUILDING_TITLE	Ferry Harbor	0	Ferry Pier	フェリー停泊所	
83	BUILDING_TITLE	Ferry Pier	0	Ferry Stop	フェリー乗り場	
84	BUILDING_TITLE	Monorail Station Standalone	0	Monorail Station	モノレールの駅	
85	BUILDING_TITLE	Monorail Station Avenue	0	Monorail Station with Road	大通り上のモノレール駅	
86	BUILDING_TITLE	Cable Car Stop	0	Cable Car Stop	ロープウェイの駅	
87	BUILDING_TITLE	Cable Car Cables	0	Cables for Cable Car	ロープウェイの索条	
88	BUILDING_TITLE	Blimp Depot	0	Blimp Depot	飛行船の格納庫	
89	BUILDING_TITLE	Blimp Stop	0	Blimp Stop	飛行船の乗り場	
90	BUILDING_TITLE	Boat Museum	0	Boat Museum	船の博物館	
91	BUILDING_TITLE	Traffic Park	0	Traffic Park	交通公園	
92	BUILDING_TITLE	Steam Train	0	Locomotive Halls	機関車の殿堂	
93	BUILDING_TITLE	Monorail Train Metro Hub	0	Metro-Monorail-Train Hub	地下鉄・モノレール・鉄道の乗換駅	
94	BUILDING_TITLE	Monorail Bus Hub	0	Monorail-Bus Hub	モノレール・バスの乗換駅	
95	BUILDING_TITLE	Cable Car Station End	0	End-of-Line Cable Car Stop	ロープウェイの終点駅	
96	BUILDING_TITLE	Ultimate Recycling Plant	0	Ultimate Recycling Plant	究極のリサイクル工場	1.9.0-f5で追加
97	BUILDING_TITLE	Central Park	0	Central Park	セントラル・パーク	1.9.0-f5で追加
98	BUILDING_TITLE	Floating Gardens	0	Floating Gardens	水上庭園	1.9.0-f5で追加
99	BUILDING_TITLE	Ziggurat Garden	0	Ziggurat Garden	ジッグラト・ガーデン	1.9.0-f5で追加
100	BUILDING_TITLE	Lungs of the City	0	Lungs of the City	ラングス・オブ・ザ・シティ	1.9.0-f5で追加
101	BUILDING_TITLE	Climate Research Station	0	Climate Research Station	気象研究所	1.9.0-f5で追加
102	BUILDING_TITLE	Bird and Bee Haven	0	Bird and Bee Haven	鳥とハチの楽園	1.9.0-f5で追加
103	BUILDING_TITLE	Geothermal Power Plant	0	Geothermal Power Plant	地熱発電所	1.9.0-f5で追加
104	BUILDING_TITLE	Ocean Thermal Energy Conversion Plant	0	Ocean Thermal Energy Conversion Plant	海洋熱エネルギー変換プラント	1.9.0-f5で追加
105	BUILDING_TITLE	Solar Updraft Tower	0	Solar Updraft Tower	ソーラーチムニー	1.9.0-f5で追加
106	BUILDING_TITLE	Eco Water Outlet	0	Eco Water Outlet	簡易浄化型排水管	1.9.0-f5で追加
107	BUILDING_TITLE	Eco Water Treatment Plant	0	Eco Water Treatment Plant	高性能下水処理施設	1.9.0-f5で追加
108	BUILDING_TITLE	Recycling Center	0	Recycling Center	リサイクルセンター	1.9.0-f5で追加
109	BUILDING_TITLE	Floating Garbage Collector	0	Floating Garbage Collector	浮遊ゴミ回収機構	1.9.0-f5で追加
110	BUILDING_TITLE	Community Pool	0	Community Pool	市民プール	1.9.0-f5で追加
111	BUILDING_TITLE	Community Pool Winter	0	Community Pool	市民プール	1.9.0-f5で追加
112	BUILDING_TITLE	Sports Hall and Gymnasium	0	Sports Hall and Gymnasium	運動ホールとジム	1.9.0-f5で追加
113	BUILDING_TITLE	Yoga Garden	0	Yoga Garden	ヨガ公園	1.9.0-f5で追加
114	BUILDING_TITLE	Yoga Garden Winter	0	Yoga Garden	ヨガ公園	1.9.0-f5で追加
115	BUILDING_TITLE	Community School	0	Community School	コミュニティ・スクール	1.9.0-f5で追加
116	BUILDING_TITLE	University of Creative Arts	0	Institute of Creative Arts	芸術学校	1.9.0-f5で追加
117	BUILDING_TITLE	Modern Technology Institute	0	Modern Technology Institute	近代技術学院	1.9.0-f5で追加
118	BUILDING_TITLE	Biofuel Bus Depot	0	Biofuel Bus Depot	バイオディーゼルバスの車庫	1.9.0-f5で追加
119	BUILDING_TITLE	Tropical Garden	0	Tropical Garden	南国庭園	1.9.0-f5で追加
120	BUILDING_TITLE	Floating Cafe	0	Floating Cafe	水上カフェ	1.9.0-f5で追加
121	BUILDING_TITLE	Fishing Island	0	Fishing Island	フィッシング・アイランド	1.9.0-f5で追加
122	BUILDING_TITLE	Festival Area 1	0	Festival Area	フェス会場	
123	BUILDING_TITLE	Festival Area 2	0	Festival Area	フェス会場	
124	BUILDING_TITLE	Festival Area 3	0	Festival Area	フェス会場	
125	BUILDING_TITLE	Broadcasting Studios	0	Media Broadcast Building	メディア放送局	1.9.0-f5で追加
126	BUILDING_TITLE	Live Music Venue	0	Music Club	ミュージック・クラブ	1.9.0-f5で追加
127	BUILDING_TITLE	Festival Fan Zone	0	Fan Zone Park	ファン広場	1.9.0-f5で追加　: 「公園」とは少し違うので省略
128	BUILDING_TITLE	Football Stadium	0	Football Stadium	サッカースタジアム	「岩場１」となっていたのを修正済（2017/10/21 23:15)
129	BUILDING_TITLE	Rock Area 01	0	Rock Area	岩場１	
130	BUILDING_TITLE	Rock Area 02	0	Rock Area 2	岩場２	
131	BUILDING_TITLE	Rock Area 03	0	Rock Area 3	岩場３	
132	BUILDING_TITLE	Rock Area 04	0	Rock Area 4	岩場４	
133	BUILDING_TITLE	Boulder 01	0	Boulder	岩１	
134	BUILDING_TITLE	Boulder 02	0	Boulder 2	岩２	
135	BUILDING_TITLE	Boulder 03	0	Boulder 3	岩３	
136	BUILDING_TITLE	Boulder 04	0	Boulder 4	岩４	
137	BUILDING_TITLE	Rock Formation 01	0	Rock Formation	立派な岩	
138	BUILDING_TITLE	Rock Formation 02	0	Rock Formation 2	立派な岩２	
139	BUILDING_TITLE	Rock Formation 03	0	Rock Formation 3	立派な岩３	
140	BUILDING_TITLE	Rock Formation 04	0	Rock Formation 4	立派な岩４	
141	BUILDING_TITLE	Ship Wreck 01	0	Ship Wreck	難破船	
142	BUILDING_TITLE	Castle Ruins 01	0	Castle Ruins	城跡	
143	BUILDING_TITLE	Castle Ruins 02	0	Castle Tower Ruins	城塔跡	
144	BUILDING_TITLE	Castle Ruins 03	0	Castle Tower Ruins 2	城塔跡２	
145	BUILDING_TITLE	Bunker Ruins 01	0	Bunker Ruins	掩体壕の廃墟	
146	BUILDING_TITLE	Bunker Ruins 02	0	Bunker Ruins 2	掩体壕の廃墟２	
147	BUILDING_TITLE	Abandoned Building 01	0	Abandoned Stone Farmhouse	石造りの農家の廃屋	
148	BUILDING_TITLE	Ancient Cemetery 01	0	Ancient Cemetery	古代の墓	
149	BUILDING_TITLE	Abandoned Factory 01	0	Abandoned Factory	廃工場	
150	BUILDING_TITLE	Abandoned Lighthouse 01	0	Abandoned Lighthouse	廃灯台	
151	BUILDING_TITLE	Pier Ruins 01	0	Pier Ruins	桟橋の廃墟	
152	BUILDING_TITLE	Coal Power Plant	0	Coal Power Plant	石炭発電所	
153	BUILDING_TITLE	Oil Power Plant	0	Oil Power Plant	石油発電所	
154	BUILDING_TITLE	Nuclear Power Plant	0	Nuclear Power Plant	原子力発電所	
155	BUILDING_TITLE	Wind Turbine	0	Wind Turbine	風力発電所	
156	BUILDING_TITLE	Advanced Wind Turbine	0	Advanced Wind Turbine	先進型風力発電所	
157	BUILDING_TITLE	Solar Power Plant	0	Solar Power Plant	太陽熱発電所	
158	BUILDING_TITLE	Water Intake	0	Water Pumping Station	ポンプ場	
159	BUILDING_TITLE	Water Outlet	0	Water Drain Pipe	排水管	
160	BUILDING_TITLE	Water Treatment Plant	0	Water Treatment Plant	下水処理施設	
161	BUILDING_TITLE	Water Tower	0	Water Tower	給水塔	
162	BUILDING_TITLE	Landfill Site	0	Landfill Site	ゴミ処分場	
163	BUILDING_TITLE	Combustion Plant	0	Incineration Plant	ゴミ焼却炉	
164	BUILDING_TITLE	Hospital	0	Hospital	病院	
165	BUILDING_TITLE	Medical Clinic	0	Medical Clinic	診療所	
166	BUILDING_TITLE	Crematory	0	Crematorium	火葬場	
167	BUILDING_TITLE	Cemetery	0	Cemetery	墓地	
168	BUILDING_TITLE	Fire House	0	Fire House	消防署	
169	BUILDING_TITLE	Fire Station	0	Fire Station	消防本部	
170	BUILDING_TITLE	Police Station	0	Police Station	警察署	
171	BUILDING_TITLE	Police Headquarters	0	Police Headquarters	警察本部	
172	BUILDING_TITLE	Town Hall	0	Town Hall	市役所	
173	BUILDING_TITLE	City Hall	0	Tax Office	税務署	
174	BUILDING_TITLE	Elementary School	0	Elementary School	小学校	
175	BUILDING_TITLE	High School	0	High School	高校	
176	BUILDING_TITLE	University	0	University	大学	
177	BUILDING_TITLE	Bus Depot	0	Bus Depot	バス車庫	
178	BUILDING_TITLE	Metro Entrance	0	Metro Station	地下鉄駅	
179	BUILDING_TITLE	Train Station	0	Train Station	鉄道駅	
180	BUILDING_TITLE	Airport	0	Airport	空港	
181	BUILDING_TITLE	Harbor	0	Harbor	港	
182	BUILDING_TITLE	Cargo Harbor	0	Cargo Harbor	貨物港	
183	BUILDING_TITLE	Cargo Center	0	Cargo Train Terminal	貨物駅	
184	BUILDING_TITLE	BeautificationPanel	0	Tree	木	
185	BUILDING_TITLE	Obelisk	0	Obelisk	オベリスク	
186	BUILDING_TITLE	Stadium	0	Stadium	スタジアム	
187	BUILDING_TITLE	StatueOfWealth	0	Statue of Wealth	富の像	
188	BUILDING_TITLE	ExpoCenter	0	Expo Center	エキスポセンター	
189	BUILDING_TITLE	Modern Art Museum	0	MAM Modern Art Museum	MAM 近代美術館	
190	BUILDING_TITLE	Plaza of the Dead	0	Plaza of the Dead	死者の広場	
191	BUILDING_TITLE	Fountain of LifeDeath	0	Fountain of Life and Death	生と死の泉	
192	BUILDING_TITLE	SeaWorld	0	Aquarium	水族館	
193	BUILDING_TITLE	Colossal Offices	0	Colossal Order Offices	Colossal Order 本社	
194	BUILDING_TITLE	Posh Mall	0	Posh Mall	ザマス・モール	
195	BUILDING_TITLE	Library	0	Grand Library	大きな図書館	
196	BUILDING_TITLE	Observatory	0	Observatory	天文台	
197	BUILDING_TITLE	Official Park	0	Official Park	公式公園	
198	BUILDING_TITLE	Friendly Neighborhood	0	Friendly Neighborhood Park	明るい町内パーク	
199	BUILDING_TITLE	Servicing Services	0	Servicing Services Offices	サービスサービス本社	
200	BUILDING_TITLE	Business Park	0	Business Park	ビジネスパーク	
201	BUILDING_TITLE	ScienceCenter	0	Science Center	科学館	
202	BUILDING_TITLE	Cathedral of Plentitude	0	Cathedral of Plenitude	豊穣の大聖堂	
203	BUILDING_TITLE	Statue of Industry	0	Statue of Industry	産業の像	
204	BUILDING_TITLE	Opera House	0	Opera House	オペラハウス	
205	BUILDING_TITLE	Grand Mall	0	Grand Mall	大型モール	
206	BUILDING_TITLE	SeaAndSky Scraper	0	Sea-and-Sky Scraper	摩天楼	
207	BUILDING_TITLE	Lazaret Plaza	0	Lazaret Plaza	隔離広場	
208	BUILDING_TITLE	Court House	0	Court House	裁判所	
209	BUILDING_TITLE	Theater of Wonders	0	Theater of Wonders	シアター・オブ・ワンダー	
210	BUILDING_TITLE	Statue of Shopping	0	Statue of Shopping	ショッピングの像	
211	BUILDING_TITLE	Transport Tower	0	Transport Tower	交通タワー	
212	BUILDING_TITLE	High Interest Tower	0	High Interest Tower	高利息タワー	
213	BUILDING_TITLE	Trash Mall	0	Mall of Moderation	節約商店街	
214	BUILDING_TITLE	Oppression Office	0	Oppression Office	圧迫庁舎	
215	BUILDING_TITLE	Fusion Power Plant	0	Fusion Power Plant	核融合発電所	
216	BUILDING_TITLE	Eden Project	0	Eden Project	エデンプロジェクト	
217	BUILDING_TITLE	Space Elevator	0	Space Elevator	軌道エレベータ	
218	BUILDING_TITLE	Medical Center	0	Medical Center	医療センター	
219	BUILDING_TITLE	Hadron Collider	0	Hadron Collider	ハドロン衝突型加速器	
220	BUILDING_TITLE	Dam Power House	0	Hydro Power Plant	水力発電所	
221	BUILDING_TITLE	Expensive Park	0	Park with Trees	木がある公園	
222	BUILDING_TITLE	Expensive Playground	0	Large Playground	大きい遊び場	
223	BUILDING_TITLE	Expensive Plaza	0	Plaza with Picnic Tables	ピクニックテーブルのある広場	
224	BUILDING_TITLE	Regular Park	0	Small Park	小さい公園	
225	BUILDING_TITLE	Regular Park2	0	Neighborhood Park	地域の公園	
226	BUILDING_TITLE	Regular Playground	0	Small Playground	小さい遊び場	
227	BUILDING_TITLE	Regular Plaza	0	Plaza with Trees	木がある広場	
228	BUILDING_TITLE	Parking Lot	0	Parking Lot	駐車場	
229	BUILDING_TITLE	Cloverleaf Intersection	0	Cloverleaf Intersection	クローバー型交差点	
230	BUILDING_TITLE	Threeway Intersection	0	Three-Way Intersection	三叉路	
231	BUILDING_TITLE	RoundaboutS	0	Small Roundabout	小さいラウンドアバウト	
232	BUILDING_TITLE	RoundaboutL	0	Large Roundabout	大きいラウンドアバウト	
233	BUILDING_TITLE	Basketball Court	0	Basketball Court	バスケットボールコート	
234	BUILDING_TITLE	bouncer_castle	0	Bouncy Castle Park	バウンシーキャッスル公園	
235	BUILDING_TITLE	dog-park-fence	0	Dog Park	ドッグパーク	
236	BUILDING_TITLE	Botanical garden	0	Botanical Garden	植物園	
237	BUILDING_TITLE	MerryGoRound	0	Carousel Park	メリーゴーランド公園	
238	BUILDING_TITLE	JapaneseGarden	0	Japanese Garden	日本庭園	
239	BUILDING_TITLE	ParadoxPlaza	0	Paradox Plaza	パラドックスプラザ	
240	BUILDING_TITLE	Statue of Liberty	0	Statue of Liberty	自由の女神像	
241	BUILDING_TITLE	Eiffel Tower	0	Eiffel Tower	エッフェル塔	
242	BUILDING_TITLE	Brandenburg Gate	0	Brandenburg Gate	ブランデンブルク門	
243	BUILDING_TITLE	Grand Central Terminal	0	Grand Central Terminal	グランド・セントラル駅	
244	BUILDING_TITLE	Arc de Triomphe	0	Arc de Triomphe	凱旋門	
245	BUILDING_TITLE	Wildlife Spawn Point	0	Wildlife Spawn Point	動物発生地点	
246	BUILDING_TITLE	The Majesty	0	The Majesty	ザ・マジェスティー	
247	BUILDING_TITLE	Pinoa Street	0	Pinoa Street	ピノアストリート	
248	BUILDING_TITLE	Eddie Kovanago	0	Eddie Kovanago	エディーコバナゴー	
249	BUILDING_TITLE	Biodome	0	Biodome	バイオドーム	
250	BUILDING_TITLE	Cryopreservatory	0	Cryopreservatory	遺体保存施設	
251	BUILDING_TITLE	Electric Car Factory	0	Electric Car Factory	電気自動車製造工場	
252	BUILDING_TITLE	Faculty	0	Faculty	学部棟	
253	BUILDING_TITLE	Intelligence Agency	0	Intelligence Agency	諜報局	
254	BUILDING_TITLE	Medical Laboratory	0	Medical Laboratory	医療研究所	
255	BUILDING_TITLE	Nanotechnology Center	0	Nanotechnology Center	ナノテク研究所	
256	BUILDING_TITLE	Research Center	0	Research Center	先端技術研究所	
257	BUILDING_TITLE	Robotics Institute	0	Robotics Institute	ロボテック本社	
258	BUILDING_TITLE	Semiconductor Plant	0	Semiconductor Plant	半導体製造工場	
259	BUILDING_TITLE	Software Development Studio	0	Software Development Studio	ソフトウェア開発スタジオ	
260	BUILDING_TITLE	Space Shuttle Launch Site	0	Space Shuttle Launch Site	スペースシャトル基地	
261	BUILDING_TITLE	Television Station	0	Television Station	テレビ局	
262	BUILDING_TITLE	Vertical Farm	0	Vertical Farm	植物工場	
263	BUILDING_TITLE	Wave Power Plant	0	Wave Power Plant	波力発電所	
264	BUILDING_TITLE	police_station_EU	0	Police Station	警察署	
265	BUILDING_TITLE	Police Headquarters EU	0	Police Headquarters	警察本部	
266	BUILDING_TITLE	Fire_Station_EU	0	Fire Station	消防本部	
267	BUILDING_TITLE	firehouse_EU	0	Fire House	消防署	
268	BUILDING_TITLE	medicalclinicEU	0	Medical Clinic	診療所	
269	BUILDING_TITLE	hospital_EU	0	Hospital	病院	
270	BUILDING_TITLE	Elementary_School_EU	0	Elementary School	小学校	
271	BUILDING_TITLE	highschool_EU	0	High School	高校	
272	BUILDING_TITLE	University_EU	0	University	大学	
273	BUILDING_TITLE	hypermarket	0	Hypermarket	ハイパーマーケット	
274	BUILDING_TITLE	government_offices	0	Government Offices	官公庁	
275	BUILDING_TITLE	city_hall	0	City Hall	市庁舎	
276	BUILDING_TITLE	amsterdam_palace	0	Amsterdam Palace	アムステルダム宮殿	
277	BUILDING_TITLE	theatre	0	Theatre	劇場	
278	BUILDING_TITLE	cinema	0	Cinema	映画館	
279	BUILDING_TITLE	cathedral_of_cologne	0	Cathedral	大聖堂	
280	BUILDING_TITLE	shopping_center	0	Shopping Center	ショッピングセンター	
281	BUILDING_TITLE	department_store	0	Department Store	デパート	
282	BUILDING_TITLE	london_eye_anim	0	London Eye	ロンドン・アイ	
283	BUILDING_TITLE	Big_Ben	0	Big Ben	ビッグベン	
284	BUILDING_TITLE	arena	0	Sports Arena	スポーツ・アリーナ	
285	BUILDING_TITLE	gherkin	0	The Gherkin	ザ・ガーキン	
286	BUILDING_TITLE	Tennis_Court_EU	0	Tennis Court	テニスコート	
287	BUILDING_TITLE	Football Stadium ITA	0	Juventus Stadium	ユベントススタジアム	
288	BUILDING_TITLE	Football Stadium ENG	0	Stamford Bridge	スタンフォード・ブリッジ	
289	BUILDING_TITLE	Football Stadium ESP	0	Camp Nou	カム・ノウ	
290	BUILDING_TITLE	Football Stadium FR	0	Parc des Princes	パルク・デ・プランス	
291	BUILDING_DESC	Panda Sanctuary	0	In the Panda Sanctuary citizens can see happy pandas frolicking and generally enjoying life. Such a sight brings happiness to anyone!	パンダ保護区では、幸せなパンダたちが遊んだり、生活を楽しんだりするのを見ることができます。誰であっても心和む光景でしょう！	
292	BUILDING_DESC	Temple	0	The fabulous Temple Complex is a place of meditation and worship for all citizens.	この素晴らしい巨大寺院は、すべての市民に開かれた瞑想と礼拝の場所です。	
293	BUILDING_DESC	Oriental Pearl Tower	0	When you are looking for state of the art modern office space, the Oriental Pearl Tower is your destination. This great building is the pride of any city.	最新鋭のオフィスをお探しなら、東方明珠電視塔がぴったりです。この偉大な建造物は、どんな都市のものにもひけをとりません。	
294	BUILDING_DESC	Prison	0	The Prison is a correctional facility to transform criminals into law-abiding citizens. Police stations have jails to hold criminals for a short time, but a Prison is needed to rehabilitate them.	刑務所は、犯罪者を法を守る市民へと変える更生施設です。警察署は犯罪者を一時的に留置できますが、彼らを社会復帰させるためには刑務所が必要となります。	
295	BUILDING_DESC	Casino	0	Casinos accommodate various activities for all adults who like to try their luck with gambling. They can also host entertainment events, such as stand-up comedy, concerts and other live performances.	カジノには、ギャンブルで運試しをしたい大人達のための様々な遊戯が揃っています。また、漫才やコント、コンサートなどのライブイベントも開催しています。	
296	BUILDING_DESC	LuxuryHotel	0	This is a top-of-the-line five-star hotel with all the services and comforts you can ask for. A luxury hotel can provide pleasant accommodations for everyone from the common tourist on a pampering holiday to the occasional quality-conscious celebrity visiting your city.	望むがままのサービスや快適さを備えた、最高級の5つ星ホテルです。この高級ホテルは贅沢な休日を過ごす一般の観光客から、時折都市を訪れる品質にうるさい有名人まで、誰でも快適に過ごせる宿泊施設を提供します。	
297	BUILDING_DESC	Fancy Fountain	0	Fantastic Fountain's mesmerizing fountains offer the perfect atmosphere for a romantic date. Latest studies show that proposals made near the beautifully illuminated fountains of the Fantastic Fountain have a success rate of 96% on average.	すてきな噴水はロマンチックなデートにピッタリな雰囲気を提供します。最新の研究によると美しい照明に照らされたすてきな噴水の近くで行われたプロポーズは、平均して96％の成功率を持つことが明らかになっています。	
298	BUILDING_DESC	DrivingRange	0	Driving Range offers perfect facilities to relax and practice your swing with professional intructors at your disposal.	ゴルフ練習場は気晴らしやスイングの練習にうってつけの施設です。好きなときにプロのコーチの指導を受けることができます。	
299	BUILDING_DESC	Zoo	0	A modern zoo with expert zookeepers and excellent living conditions for various animal species from slithering reptilians to cute domestic mammals and colorful birds.	熟練した飼育員と、這い回る爬虫類や愛らしい家畜、色とりどりの鳥類などなど、さまざまな生物種のための素晴らしい飼育環境を備えた、現代的な動物園です。	
300	BUILDING_DESC	Bus Station	0	The Bus Station is a hub for bus traffic and it acts as a designated place where a bus or coach starts or ends its scheduled route.	バスステーションはバス交通網の中心地で、通常のバスや大型バスに設定するルートの起点や終点として機能します。	
301	BUILDING_DESC	Skatepark	0	A skatepark is a recreational environment specifically made for skateboarding, BMX, scooter and inline skating.	スケートパークはスケボー、BMX、キックスケーター、インラインスケートなどのために作られた公園です。	
302	BUILDING_DESC	9x15_RidingStable	0	Riding stables have a paddock and stalls for horses and ponies.	乗馬クラブにはパドックや、大型馬やポニーのための厩舎があります。	
303	BUILDING_DESC	Beachvolley Court	0	A sandy court and a net for playing beach volleyball with the boys. Or girls.	少年少女がビーチバレーを遊ぶための、砂でいっぱいのコートとネットです。	
