0	ref_name	index	key	value	value(翻訳）	備考: 翻訳に改行が含まれているとロケール作成時にエラーになります。改行を入れないよう注意して下さい。（注：ゲーム内の改行は\nと書く）
105	BUILDING_TITLE	Ocean Thermal Energy Conversion Plant	0	Ocean Thermal Energy Conversion Plant	海洋熱エネルギー変換プラント	1.9.0-f5で追加
106	BUILDING_TITLE	Solar Updraft Tower	0	Solar Updraft Tower	ソーラーチムニー	1.9.0-f5で追加
107	BUILDING_TITLE	Eco Water Outlet	0	Eco Water Outlet	簡易浄化型排水管	1.9.0-f5で追加
108	BUILDING_TITLE	Eco Water Treatment Plant	0	Eco Water Treatment Plant	高性能下水処理施設	1.9.0-f5で追加
109	BUILDING_TITLE	Recycling Center	0	Recycling Center	リサイクルセンター	1.9.0-f5で追加
110	BUILDING_TITLE	Floating Garbage Collector	0	Floating Garbage Collector	浮遊ゴミ回収装置	1.9.0-f5で追加
111	BUILDING_TITLE	Community Pool	0	Community Pool	市民プール	1.9.0-f5で追加
112	BUILDING_TITLE	Community Pool Winter	0	Community Pool	市民プール	1.9.0-f5で追加
113	BUILDING_TITLE	Sports Hall and Gymnasium	0	Sports Hall and Gymnasium	運動ホールとジム	1.9.0-f5で追加
114	BUILDING_TITLE	Yoga Garden	0	Yoga Garden	ヨガ公園	1.9.0-f5で追加
115	BUILDING_TITLE	Yoga Garden Winter	0	Yoga Garden	ヨガ公園	1.9.0-f5で追加
116	BUILDING_TITLE	Community School	0	Community School	コミュニティ・スクール	1.9.0-f5で追加
117	BUILDING_TITLE	University of Creative Arts	0	Institute of Creative Arts	芸術学校	1.9.0-f5で追加
118	BUILDING_TITLE	Modern Technology Institute	0	Modern Technology Institute	近代技術学院	1.9.0-f5で追加
119	BUILDING_TITLE	Biofuel Bus Depot	0	Biofuel Bus Depot	バイオディーゼルバスの車庫	1.9.0-f5で追加
120	BUILDING_TITLE	Tropical Garden	0	Tropical Garden	南国庭園	1.9.0-f5で追加
121	BUILDING_TITLE	Floating Cafe	0	Floating Cafe	水上カフェ	1.9.0-f5で追加
122	BUILDING_TITLE	Fishing Island	0	Fishing Island	フィッシング・アイランド	1.9.0-f5で追加
123	BUILDING_TITLE	Small Park Main Gate	0	Small Park Main Gate	パークの小さなメインゲート	1.10.0-f3 にて追加
124	BUILDING_TITLE	Small Amusement Park Main Gate	0	Small Amusement Park Main Gate	遊園地の小さなメインゲート	1.10.0-f3 にて追加
125	BUILDING_TITLE	Small Zoo Main Gate	0	Small Zoo Main Gate	動物園の小さなメインゲート	1.10.0-f3 にて追加
126	BUILDING_TITLE	Small Nature Reserve Main Gate	0	Small Nature Reserve Main Gate	自然保護区の小さなメインゲート	1.10.0-f3 にて追加
127	BUILDING_TITLE	Park Main Gate	0	Park Main Gate	パークのメインゲート	1.10.0-f3 にて追加
128	BUILDING_TITLE	Park Side Gate	0	Park Side Gate	パークのサイドゲート	1.10.0-f3 にて追加
129	BUILDING_TITLE	Park Restrooms 01	0	Park Restrooms #1	パークのトイレ #1	1.10.0-f3 にて追加
130	BUILDING_TITLE	Climbing Frame 01	0	Climbing Frame #1	ジャングルジム #1	1.10.0-f3 にて追加
131	BUILDING_TITLE	Park Plaza	0	Park Plaza	パークの広場	1.10.0-f3 にて追加
132	BUILDING_TITLE	Park Pier 01	0	Park Pier #1	パークの桟橋 #1	1.10.0-f3 にて追加
133	BUILDING_TITLE	Park Pier 02	0	Park Pier #2	パークの桟橋 #2	1.10.0-f3 にて追加
134	BUILDING_TITLE	Park Cafe 01	0	Park Cafe #1	パークのカフェ #1	1.10.0-f3 にて追加
135	BUILDING_TITLE	Park Info Booth 01	0	Park Info Booth #1	パーク案内所 #1	1.10.0-f3 にて追加
136	BUILDING_TITLE	Trampoline Park 01	0	Trampoline Park #1	トランポリン公園 #1	1.10.0-f3 にて追加
137	BUILDING_TITLE	Park Chess Board 01	0	Park Chess Board #1	巨大チェス広場 #1	1.10.0-f3 にて追加
138	BUILDING_TITLE	Gazebo 01	0	Gazebo #1	東屋 #1	1.10.0-f3 にて追加
139	BUILDING_TITLE	Gazebo 02	0	Gazebo #2	東屋 #2	1.10.0-f3 にて追加
140	BUILDING_TITLE	Amusement Park Main Gate	0	Amusement Park Main Gate	遊園地のメインゲート	1.10.0-f3 にて追加
141	BUILDING_TITLE	Amusement Park Side Gate	0	Amusement Park Side Gate	遊園地のサイドゲート	1.10.0-f3 にて追加
142	BUILDING_TITLE	Amusement Park Cafe 01	0	Amusement Park Cafe #1	遊園地カフェ #1	1.10.0-f3 にて追加
143	BUILDING_TITLE	Amusement Park Plaza 01	0	Amusement Park Plaza	遊園地広場	1.10.0-f3 にて追加
144	BUILDING_TITLE	Piggy Train	0	Piggy Train	ブタさん列車	1.10.0-f3 にて追加
145	BUILDING_TITLE	Carousel	0	Carousel	メリーゴーラウンド	1.10.0-f3 にて追加
146	BUILDING_TITLE	Bumper Cars	0	Bumper Cars	バンパーカー広場	1.10.0-f3 にて追加
147	BUILDING_TITLE	Pendulum Ride	0	Pendulum Ride	ペンデュラム・ライド	1.10.0-f3 にて追加
148	BUILDING_TITLE	Ferris Wheel	0	Ferris Wheel	観覧車	1.10.0-f3 にて追加
149	BUILDING_TITLE	Swinging Boat	0	Swinging Boat	フライング・パイレーツ	1.10.0-f3 にて追加
150	BUILDING_TITLE	Drop Tower Ride	0	Drop Tower Ride	ドロップタワー	1.10.0-f3 にて追加
151	BUILDING_TITLE	Rotating Tea Cups	0	Rotating Tea Cups	ティーカップ	1.10.0-f3 にて追加
152	BUILDING_TITLE	House Of Horrors	0	House Of Horrors	ホラーハウス	1.10.0-f3 にて追加
153	BUILDING_TITLE	Game Booth 01	0	Game Booth #1	ゲームブース #1	1.10.0-f3 にて追加
154	BUILDING_TITLE	Game Booth 02	0	Game Booth #2	ゲームブース #2	1.10.0-f3 にて追加
155	BUILDING_TITLE	Amusement Park Souvenir Shop 01	0	Amusement Park Souvenir Shop #1	遊園地の土産物屋	1.10.0-f3 にて追加
156	BUILDING_TITLE	Rollercoaster	0	Rollercoaster	ジェットコースター	1.10.0-f3 にて追加
157	BUILDING_TITLE	Amusement Park Restrooms 01	0	Amusement Park Restrooms #1	遊園地のトイレ #1	1.10.0-f3 にて追加
158	BUILDING_TITLE	Zoo Main Gate	0	Zoo Main Gate	動物園のメインゲート	1.10.0-f3 にて追加
159	BUILDING_TITLE	Zoo Side Gate	0	Zoo Side Gate	動物園のサイドゲート	1.10.0-f3 にて追加
160	BUILDING_TITLE	Zoo Restrooms 01	0	Zoo Restrooms #1	動物園のトイレ #1	1.10.0-f3 にて追加
161	BUILDING_TITLE	Zoo Cafe 01	0	Zoo Cafe #1	動物園のカフェ #1	1.10.0-f3 にて追加
162	BUILDING_TITLE	Zoo Plaza 01	0	Zoo Plaza	動物園の広場	1.10.0-f3 にて追加
163	BUILDING_TITLE	Bison Enclosure	0	Bison Enclosure	バイソンの囲い	1.10.0-f3 にて追加
164	BUILDING_TITLE	Giraffe Enclosure	0	Giraffe Enclosure	キリンの囲い	1.10.0-f3 にて追加
165	BUILDING_TITLE	Lion Enclosure	0	Lion Enclosure	ライオンの囲い	1.10.0-f3 にて追加
166	BUILDING_TITLE	Antelope Enclosure	0	Antelope Enclosure	レイヨウの囲い	1.10.0-f3 にて追加
167	BUILDING_TITLE	Flamingo Enclosure	0	Flamingo Enclosure	フラミンゴの囲い	1.10.0-f3 にて追加
168	BUILDING_TITLE	Zoo Souvenir Shop 01	0	Zoo Souvenir Shop #1	動物園の土産物屋 #1	1.10.0-f3 にて追加
169	BUILDING_TITLE	Elephant Enclosure	0	Elephant Enclosure	ゾウの囲い	1.10.0-f3 にて追加
170	BUILDING_TITLE	Rhino Enclosure	0	Rhino Enclosure	サイの囲い	1.10.0-f3 にて追加
171	BUILDING_TITLE	Sealife Enclosure	0	Sealife Enclosure	海の生き物の囲い	1.10.0-f3 にて追加
172	BUILDING_TITLE	Moose And Reindeer Enclosure	0	Moose And Reindeer Enclosure	ヘラジカとトナカイの囲い	1.10.0-f3 にて追加
173	BUILDING_TITLE	Insect Amphibian Reptile House	0	Insect, Amphibian and Reptile House	昆虫・両生類・爬虫類の施設	1.10.0-f3 にて追加
174	BUILDING_TITLE	Monkey Palace	0	Monkey Palace	サル園	1.10.0-f3 にて追加
175	BUILDING_TITLE	Bird House	0	Bird House	鳥類用の施設	1.10.0-f3 にて追加
176	BUILDING_TITLE	Nature Reserve Main Gate	0	Nature Reserve Main Gate	自然保護区のメインゲート	1.10.0-f3 にて追加
177	BUILDING_TITLE	Nature Reserve Side Gate	0	Nature Reserve Side Gate	自然保護区のサイドゲート	1.10.0-f3 にて追加
178	BUILDING_TITLE	Lean-To Shelter 01	0	Lean-To Shelter #1	差し掛け小屋 #1	1.10.0-f3 にて追加
179	BUILDING_TITLE	Lean-To Shelter 02	0	Lean-To Shelter #2	差し掛け小屋 #2	1.10.0-f3 にて追加
180	BUILDING_TITLE	Hunting Cabin 01	0	Hunting Cabin #1	狩猟小屋 #1	1.10.0-f3 にて追加
181	BUILDING_TITLE	Hunting Cabin 02	0	Hunting Cabin #2	狩猟小屋 #2	1.10.0-f3 にて追加
182	BUILDING_TITLE	Viewing Deck 01	0	Viewing Deck #1	展望台 #1	1.10.0-f3 にて追加
183	BUILDING_TITLE	Viewing Deck 02	0	Viewing Deck #2	展望台 #2	1.10.0-f3 にて追加
184	BUILDING_TITLE	Campfire Site 01	0	Campfire Site #1	キャンプファイヤー台 #1	1.10.0-f3 にて追加 画面で確認した限り、日本的なキャンプファイヤーショーに使う施設ではないようです。
185	BUILDING_TITLE	Campfire Site 02	0	Campfire Site #2	キャンプファイヤー台 #2	1.10.0-f3 にて追加 どちらかというと、暖をとったり、簡単な料理をしたり、獣よけをしたりする焚き火の方に近い？
186	BUILDING_TITLE	Lookout Tower 01	0	Lookout Tower #1	展望塔 #1	1.10.0-f3 にて追加
187	BUILDING_TITLE	Lookout Tower 02	0	Lookout Tower #2	展望塔 #2	1.10.0-f3 にて追加
188	BUILDING_TITLE	Tent Camping Site 01	0	Tent Camping Site #1	テントキャンプ場 #1	1.10.0-f3 にて追加
189	BUILDING_TITLE	Bouldering Site 01	0	Bouldering Site #1	ボルダリング場 #1	1.10.0-f3 にて追加
190	BUILDING_TITLE	Camping Site 01	0	Camping Site #1	キャンプ場 #1	1.10.0-f3 にて追加
191	BUILDING_TITLE	Tent 01	0	Tent #1	テント #1	1.10.0-f3 にて追加
192	BUILDING_TITLE	Tent 02	0	Tent #2	テント #2	1.10.0-f3 にて追加
193	BUILDING_TITLE	Tent 03	0	Tent #3	テント #3	1.10.0-f3 にて追加
194	BUILDING_TITLE	Fishing Cabin 01	0	Fishing Cabin #1	釣り小屋 #1	1.10.0-f3 にて追加
195	BUILDING_TITLE	Fishing Cabin 02	0	Fishing Cabin #2	釣り小屋 #2	1.10.0-f3 にて追加
196	BUILDING_TITLE	Park Maintenance Building	0	Park Maintenance Building	パーク整備事務所	1.10.0-f3 にて追加
197	BUILDING_TITLE	Sightseeing Bus Depot	0	Sightseeing Bus Depot	観光バスの車庫	1.10.0-f3 にて追加
198	BUILDING_TITLE	City Arch	0	City Arch	シティーアーチ	1.10.0-f3 にて追加
199	BUILDING_TITLE	Clock Tower	0	Clock Tower	時計台	1.10.0-f3 にて追加
200	BUILDING_TITLE	Old Market Street	0	Old Market Street	オールドマーケットストリート	1.10.0-f3 にて追加
201	BUILDING_TITLE	Sea Fortress	0	Sea Fortress	海岸要塞	1.10.0-f3 にて追加
202	BUILDING_TITLE	Observation Tower	0	Observation Tower	展望タワー	1.10.0-f3 にて追加
203	BUILDING_TITLE	The Statue Of Colossalus	0	The Statue of Colossalus	Colossalus の巨像	1.10.0-f3 にて追加
204	BUILDING_TITLE	Castle Of Lord Chirpwick	0	Castle Of Lord Chirpwick	チャープウィック公の城	1.10.0-f3 にて追加
205	BUILDING_TITLE	Hot Air Balloon Tours	0	Hot Air Balloon Tours	熱気球ツアー社	1.10.0-f3 にて追加
206	BUILDING_TITLE	Wildlife Spawn Point 2	0	Exotic Wildlife Spawn Point	外来動物発生地点	1.10.0-f3 にて追加
207	BUILDING_TITLE	Cave 01	0	Cave #1	洞窟 #1	1.10.0-f3 にて追加
208	BUILDING_TITLE	Cave 02	0	Cave #2	洞窟 #2	1.10.0-f3 にて追加
209	BUILDING_TITLE	Cave 03	0	Cave #3	洞窟 #3	1.10.0-f3 にて追加
210	BUILDING_TITLE	Cliff 01	0	Cliff #1	断崖 #1	1.10.0-f3 にて追加
211	BUILDING_TITLE	Cliff 02	0	Cliff #2	断崖 #2	1.10.0-f3 にて追加
212	BUILDING_TITLE	Cliff 03	0	Cliff #3	断崖 #3	1.10.0-f3 にて追加
213	BUILDING_TITLE	Cliff 04	0	Cliff #4	断崖 #4	1.10.0-f3 にて追加
214	BUILDING_TITLE	Cliff 05	0	Cliff #5	断崖 #5	1.10.0-f3 にて追加
215	BUILDING_TITLE	Cliff 06	0	Cliff #6	断崖 #6	1.10.0-f3 にて追加
216	BUILDING_TITLE	Cliff 07	0	Cliff #7	断崖 #7	1.10.0-f3 にて追加
217	BUILDING_TITLE	Cliff 08	0	Cliff #8	断崖 #8	1.10.0-f3 にて追加
218	BUILDING_TITLE	Cliff 09	0	Cliff #9	断崖 #9	1.10.0-f3 にて追加
219	BUILDING_TITLE	Cliff 10	0	Cliff #10	断崖 #10	1.10.0-f3 にて追加
220	BUILDING_TITLE	Cliff 11	0	Cliff #11	断崖 #11	1.10.0-f3 にて追加
221	BUILDING_TITLE	Cliff 12	0	Cliff #12	断崖 #12	1.10.0-f3 にて追加
222	BUILDING_TITLE	Rock Formation 01 B	0	Rock Formation #5	立派な岩 #5	1.10.0-f3 にて追加
223	BUILDING_TITLE	Rock Formation 01 C	0	Rock Formation #6	立派な岩 #6	1.10.0-f3 にて追加
224	BUILDING_TITLE	Rock Formation 02 B	0	Rock Formation #7	立派な岩 #7	1.10.0-f3 にて追加
225	BUILDING_TITLE	Rock Formation 02 C	0	Rock Formation #8	立派な岩 #8	1.10.0-f3 にて追加
226	BUILDING_TITLE	Rock Formation 03 B	0	Rock Formation #9	立派な岩 #9	1.10.0-f3 にて追加
227	BUILDING_TITLE	Rock Formation 03 C	0	Rock Formation #10	立派な岩 #10	1.10.0-f3 にて追加
228	BUILDING_TITLE	Rock Formation 04 B	0	Rock Formation #11	立派な岩 #11	1.10.0-f3 にて追加
229	BUILDING_TITLE	Rock Formation 04 C	0	Rock Formation #12	立派な岩 #12	1.10.0-f3 にて追加
230	BUILDING_TITLE	Tree Sapling Green House 01 Winter	0	Small Tree Sapling Greenhouse	小さな苗木の温室	1.11.0-f3 にて追加
231	BUILDING_TITLE	Tree Sapling Green House 02 Winter	0	Large Tree Sapling Greenhouse	大きな苗木の温室	1.11.0-f3 にて追加
232	BUILDING_TITLE	Crop Field Green House 01 Winter	0	Small Crops Greenhouse	小さな農作物の温室	1.11.0-f3 にて追加
233	BUILDING_TITLE	Crop Field Green House 02 Winter	0	Medium Crops Greenhouse	中くらいの農作物の温室	1.11.0-f3 にて追加
234	BUILDING_TITLE	Crop Field Green House 03 Winter	0	Large Crops Greenhouse	大きな農作物の温室	1.11.0-f3 にて追加
235	BUILDING_TITLE	Fruit Field Green House 01 Winter	0	Small Fruit Greenhouse	小さな果物の温室	1.11.0-f3 にて追加
236	BUILDING_TITLE	Fruit Field Green House 02 Winter	0	Medium Fruit Greenhouse	中くらいの果物の温室	1.11.0-f3 にて追加
237	BUILDING_TITLE	Fruit Field Green House 03 Winter	0	Large Fruit Greenhouse	大きな果物の温室	1.11.0-f3 にて追加
238	BUILDING_TITLE	Post Office 01	0	Post Office	郵便局	1.11.0-f3 にて追加
239	BUILDING_TITLE	Post Sorting Facility 01	0	Post Sorting Facility	郵便集配局	1.11.0-f3 にて追加
240	BUILDING_TITLE	Oneway Toll Booth Medium 01	0	One-Way Toll Booth	一方通行の料金所	1.11.0-f3 にて追加
241	BUILDING_TITLE	Twoway Toll Booth Medium 01	0	Two-Way Toll Booth	双方向の料金所	1.11.0-f3 にて追加
242	BUILDING_TITLE	Oneway Toll Booth Large 01	0	One-Way Large Toll Booth	一方通行の大規模料金所	1.11.0-f3 にて追加
243	BUILDING_TITLE	Twoway Toll Booth Large 01	0	Two-Way Large Toll Booth	双方向の大規模料金所	1.11.0-f3 にて追加
244	BUILDING_TITLE	Cargo Airport 01	0	Cargo Airport	貨物空港	1.11.0-f3 にて追加
245	BUILDING_TITLE	Cargo Airport Hub 01	0	Cargo Airport Hub	貨物空港ハブ	1.11.0-f3 にて追加
246	BUILDING_TITLE	Bakery 01	0	Bakery	製菓工場	1.11.0-f3 にて追加
247	BUILDING_TITLE	Lemonade Factory 01	0	Lemonade Factory	レモネード工場	1.11.0-f3 にて追加
248	BUILDING_TITLE	Food Factory 01	0	Food Factory	食品工場	1.11.0-f3 にて追加
249	BUILDING_TITLE	Clothing Factory 01	0	Clothing Factory	衣料品工場	1.11.0-f3 にて追加
250	BUILDING_TITLE	Furniture Factory 01	0	Furniture Factory	家具工場	1.11.0-f3 にて追加
251	BUILDING_TITLE	Modular House Factory 01	0	Modular House Factory	モジュラー住宅工場	1.11.0-f3 にて追加
252	BUILDING_TITLE	Soft Paper Factory 01	0	Soft Paper Factory	紙製品工場	1.11.0-f3 にて追加
253	BUILDING_TITLE	Printing Press 01	0	Printing Press	印刷工場	1.11.0-f3 にて追加
254	BUILDING_TITLE	Toy Factory 01	0	Toy Factory	おもちゃ工場	1.11.0-f3 にて追加
255	BUILDING_TITLE	Household Plastic Factory 01	0	Household Plastic Factory	家庭用プラスチック工場	1.11.0-f3 にて追加
256	BUILDING_TITLE	Sneaker Factory 01	0	Sneaker Factory	スニーカー工場	1.11.0-f3 にて追加
257	BUILDING_TITLE	Petroleum Refinery 01	0	Petroleum Refinery	石油精製所	1.11.0-f3 にて追加
258	BUILDING_TITLE	Car Factory 01	0	Car Factory	自動車工場	1.11.0-f3 にて追加
259	BUILDING_TITLE	Dry Dock 01	0	Shipyard	造船所	1.11.0-f3 にて追加
260	BUILDING_TITLE	Electronics Factory 01	0	Electronics Factory	電子機器工場	1.11.0-f3 にて追加
261	BUILDING_TITLE	Industrial Steel Plant 01	0	Industrial Steel Plant	工業用製鋼工場	1.11.0-f3 にて追加
262	BUILDING_TITLE	Warehouse Yard 01	0	Warehouse Yard	野積倉庫	1.11.0-f3 にて追加
