name	key	ref_name	ref_key	index	value	translation
CHIRP_MILESTONE_REACHED		CHIRP_MILESTONE_REACHED		0	[[0x3]]	
CHIRP_NEW_MAP_TILE		CHIRP_NEW_MAP_TILE		0	[[0x3]]	
CHIRP_NEW_TILE_PLACED		CHIRP_NEW_TILE_PLACED		0	[[0x3]]	
CHIRP_NO_SCHOOLS		CHIRP_NO_SCHOOLS		0	[[0x2]]	
CHIRP_NO_HEALTHCARE		CHIRP_NO_HEALTHCARE		0	[[0x2]]	
CHIRP_LOW_CRIME		CHIRP_LOW_CRIME		0	[[0x3]]	
CHIRP_HIGH_CRIME		CHIRP_HIGH_CRIME		0	[[0x3]]	
CHIRP_LOW_HEALTH		CHIRP_LOW_HEALTH		0	[[0x3]]	
CHIRP_TRASH_PILING_UP		CHIRP_TRASH_PILING_UP		0	[[0x3]]	
CHIRP_NO_WATER		CHIRP_NO_WATER		0	[[0x2]]	
CHIRP_SEWAGE		CHIRP_SEWAGE		0	[[0x2]]	
CHIRP_NO_ELECTRICITY		CHIRP_NO_ELECTRICITY		0	[[0x2]]	
CHIRP_LOW_HAPPINESS		CHIRP_LOW_HAPPINESS		0	[[0x2]]	
CHIRP_HAPPY_PEOPLE		CHIRP_HAPPY_PEOPLE		0	[[0x2]]	
CHIRP_ATTRACTIVE_CITY		CHIRP_ATTRACTIVE_CITY		0	[[0x2]]	
CHIRP_INDUSTRIAL_DEMAND		CHIRP_INDUSTRIAL_DEMAND		0	[[0x2]]	
CHIRP_COMMERCIAL_DEMAND		CHIRP_COMMERCIAL_DEMAND		0	[[0x2]]	
CHIRP_RESIDENTIAL_DEMAND		CHIRP_RESIDENTIAL_DEMAND		0	[[0x2]]	
CHIRP_FIRE_HAZARD		CHIRP_FIRE_HAZARD		0	[[0x2]]	
CHIRP_DEAD_PILING_UP		CHIRP_DEAD_PILING_UP		0	[[0x2]]	
CHIRP_HIGH_TECH_LEVEL		CHIRP_HIGH_TECH_LEVEL		0	[[0x2]]	
CHIRP_ABANDONED_BUILDINGS		CHIRP_ABANDONED_BUILDINGS		0	[[0x2]]	
CHIRP_NEED_MORE_PARKS		CHIRP_NEED_MORE_PARKS		0	[[0x2]]	
CHIRP_POLLUTION		CHIRP_POLLUTION		0	[[0x2]]	
CHIRP_NOISEPOLLUTION		CHIRP_NOISEPOLLUTION		0	[[0x2]]	
CHIRP_POISONED		CHIRP_POISONED		0	[[0x2]]	
CHIRP_RANDOM		CHIRP_RANDOM		0	[[0x34]]	
NAME_MALE_FIRST		NAME_MALE_FIRST		0	[[0x1E]]	
NAME_MALE_LAST		NAME_MALE_LAST		0	[[0x33]]	
NAME_FEMALE_FIRST		NAME_FEMALE_FIRST		0	[[0x1E]]	
NAME_FEMALE_LAST		NAME_FEMALE_LAST		0	[[0x33]]	
CONNECTIONS_PATTERN	America	CONNECTIONS_PATTERN	America	0	[[0x4]]	
144	Europe	CONNECTIONS_PATTERN	Europe	0	[[0x4]]	
144	Mideast	CONNECTIONS_PATTERN	Mideast	0	[[0x4]]	
144	Spanish	CONNECTIONS_PATTERN	Spanish	0	[[0x4]]	
CONNECTIONS_NAME	145	CONNECTIONS_NAME	America	0	[[0x4]]	
149	146	CONNECTIONS_NAME	Europe	0	[[0x4]]	
149	147	CONNECTIONS_NAME	Mideast	0	[[0x4]]	
149	148	CONNECTIONS_NAME	Spanish	0	[[0x4]]	
LOADING_TIP_TITLE		LOADING_TIP_TITLE		0	[[0x1E]]	
LOADING_TIP_TEXT		LOADING_TIP_TEXT		0	[[0x1E]]	
###HEADER		###HEADER		6	[[0xFC9]]	
DECORATIONEDITOR_TOOL	Roads	DECORATIONEDITOR_TOOL	Roads	0	Road Tool	
152	Props	DECORATIONEDITOR_TOOL	Props	0	Propping Tool	
152	Surface	DECORATIONEDITOR_TOOL	Surface	0	Surface Tool	
152	Beautification	DECORATIONEDITOR_TOOL	Beautification	0	Decoration Tool	
152	AssetEditorSettings	DECORATIONEDITOR_TOOL	AssetEditorSettings	0	Asset Editor Settings	
152	PropsBillboards	DECORATIONEDITOR_TOOL	PropsBillboards	0	Billboards	
152	PropsSpecialBillboards	DECORATIONEDITOR_TOOL	PropsSpecialBillboards	0	Special Billboards	
152	PropsIndustrial	DECORATIONEDITOR_TOOL	PropsIndustrial	0	Industrial	
152	PropsParks	DECORATIONEDITOR_TOOL	PropsParks	0	Parks	
152	PropsCommon	DECORATIONEDITOR_TOOL	PropsCommon	0	Common	
152	PropsResidential	DECORATIONEDITOR_TOOL	PropsResidential	0	Residential	
152	PropsMarkers	DECORATIONEDITOR_TOOL	PropsMarkers	0	Markers	
DECORATION_SELECTOR_TITLE		DECORATION_SELECTOR_TITLE		0	Decoration Editor	
DECORATION_SELECTOR_USEEXISTINGDECORATION		DECORATION_SELECTOR_USEEXISTINGDECORATION		0	Load existing props & decorations	
DECORATIONEDITOR_LIGHTROTATION		DECORATIONEDITOR_LIGHTROTATION		0	Light Rotation	
SURFACE_TITLE	Gravel	SURFACE_TITLE	Gravel	0	Gravel	
168	Ruined	SURFACE_TITLE	Ruined	0	Ruined	
168	PavementB	SURFACE_TITLE	PavementB	0	Pavement	
168	Clip	SURFACE_TITLE	Clip	0	Clip	
168	Field	SURFACE_TITLE	Field	0	Field	
SURFACE_DESC	169	SURFACE_DESC	Gravel	0	Decorate terrain cells with gravel.\nRight click to restore the default terrain.\n	
174	170	SURFACE_DESC	Ruined	0	Decorate terrain cells with ruined terrain.\nRight click to restore the default terrain.\n	
174	171	SURFACE_DESC	PavementB	0	Decorate terrain cells with pavement.\nRight click to restore the default terrain.\n	
174	172	SURFACE_DESC	Clip	0	Create holes in the terrain.\nRight click to restore the default terrain.\n	
174	173	SURFACE_DESC	Field	0	Decorate terrain cells with field.\nRight click to restore the default terrain.\n	
CHIRPHEADER_TREESNPROPS		CHIRPHEADER_TREESNPROPS		0	{0:N0} / {1:N0} trees/props used	
CONFIRM_RETURNDECORATIONEDITOR	Title	CONFIRM_RETURNDECORATIONEDITOR	Title	0	BACK TO MAIN MENU	
176	Message	CONFIRM_RETURNDECORATIONEDITOR	Message	0	Unsaved changes will be lost.\nDo you wish to proceed?\n	
CONFIRM_EXITDECORATIONEDITOR	177	CONFIRM_EXITDECORATIONEDITOR	Title	0	EXIT GAME	
179	178	CONFIRM_EXITDECORATIONEDITOR	Message	0	Unsaved changes will be lost.\nDo you wish to proceed?\n	
ASSETIMPORTER_TITLE		ASSETIMPORTER_TITLE		0	Asset Importer	
ASSETIMPORTER_SHADED		ASSETIMPORTER_SHADED		0	Shaded	
ASSETIMPORTER_LIGHTINGONLY		ASSETIMPORTER_LIGHTINGONLY		0	Lighting Only	
ASSETIMPORTER_GRID		ASSETIMPORTER_GRID		0	Show/Hide Grid	
ASSETIMPORTER_MAXIMIZE		ASSETIMPORTER_MAXIMIZE		0	Maximize	
ASSETIMPORTER_MINIMIZE		ASSETIMPORTER_MINIMIZE		0	Minimize	
ASSETIMPORTER_ROTATION		ASSETIMPORTER_ROTATION		0	Rotation:	
ASSETIMPORTER_SCALE		ASSETIMPORTER_SCALE		0	Scale	
ASSETIMPORTER_PIVOTBOTTOMCENTER		ASSETIMPORTER_PIVOTBOTTOMCENTER		0	Bottom-Center Pivot	
ASSETIMPORTER_BACKTOMAINMENU		ASSETIMPORTER_BACKTOMAINMENU		0	Back to Main Menu	
ASSETIMPORTER_STATE		ASSETIMPORTER_STATE		0	State:	
ASSETIMPORTER_SELECTASSET		ASSETIMPORTER_SELECTASSET		0	Select a model to import:	
ASSEIMPORTER_BACK		ASSEIMPORTER_BACK		0	Back	
ASSETIMPORTER_CONTINUE		ASSETIMPORTER_CONTINUE		0	Continue	
DECORATIONSETTINGS_TITLE	Snapshot	DECORATIONSETTINGS_TITLE	Snapshot	0	Snapshot Tool	
DECORATIONSETTINGS_DESC	195	DECORATIONSETTINGS_DESC	Snapshot	0	Capture snapshots to use when saving/sharing.	
ASSET_NAME		ASSET_NAME		0	Asset Name:	
ASSETTYPE_BUILDING		ASSETTYPE_BUILDING		0	Building	
ASSETTYPE_PROP		ASSETTYPE_PROP		0	Prop	
ASSETTYPE_TREE		ASSETTYPE_TREE		0	Tree	
ASSETTYPE_VEHICLE		ASSETTYPE_VEHICLE		0	Vehicle	
ASSETTYPE_CITIZEN		ASSETTYPE_CITIZEN		0	Citizen	
ASSETTYPE_INTERSECTION		ASSETTYPE_INTERSECTION		0	Intersection	
ASSETTYPE_PARK		ASSETTYPE_PARK		0	Park	
ASSETTYPE_DESCRIPTION		ASSETTYPE_DESCRIPTION		0	Select the asset type to create:	
ASSETTEMPLATE_DESCRIPTION		ASSETTEMPLATE_DESCRIPTION		0	Select a template to start from:	
MAPEDITOR_BRUSHSIZE		MAPEDITOR_BRUSHSIZE		0	Brush Size	
MAPEDITOR_BRUSHSTRENGTH		MAPEDITOR_BRUSHSTRENGTH		0	Brush Strength	
MAPEDITOR_WATERCAPACITY		MAPEDITOR_WATERCAPACITY		0	Water Capacity	
MAPEDITOR_SELECTBRUSH		MAPEDITOR_SELECTBRUSH		0	Select a brush:	
MAPEDITOR_SEALEVEL		MAPEDITOR_SEALEVEL		0	Sea Level	
MAPEDITOR_TERRAINLEVEL		MAPEDITOR_TERRAINLEVEL		0	Terrain Height	
MAPEDITOR_RESET_WATER		MAPEDITOR_RESET_WATER		0	Reset Water To Sea Level	
MAPEDITOR_UNDO_TERRAIN		MAPEDITOR_UNDO_TERRAIN		0	Undo Terrain Modification	
HEIGHTMAP_IMPORT		HEIGHTMAP_IMPORT		0	Import	
HEIGHTMAP_EXPORT		HEIGHTMAP_EXPORT		0	Export	
HEIGHTMAP_LOADERROR		HEIGHTMAP_LOADERROR		0	{0} failed to load 	
CONFIRM_HEIGHTMAPOVERRIDE	177	CONFIRM_HEIGHTMAPOVERRIDE	Title	0	Confirm Overwrite	
218	178	CONFIRM_HEIGHTMAPOVERRIDE	Message	0	You are about to overwrite this heightmap.\nDo you wish to proceed?\n	
CONFIRM_RETURNMAPEDITOR	177	CONFIRM_RETURNMAPEDITOR	Title	0	BACK TO MAIN MENU	
219	178	CONFIRM_RETURNMAPEDITOR	Message	0	Unsaved changes will be lost.\nDo you wish to proceed?\n	
CONFIRM_EXITMAPEDITOR	177	CONFIRM_EXITMAPEDITOR	Title	0	EXIT GAME	
220	178	CONFIRM_EXITMAPEDITOR	Message	0	Unsaved changes will be lost.\nDo you wish to proceed?\n	
CONFIRM_NEWMAP	177	CONFIRM_NEWMAP	Title	0	New Map	
221	178	CONFIRM_NEWMAP	Message	0	Unsaved changes will be lost.\nDo you wish to proceed?\n	
MAPEDITOR_TOOL	Terrain	MAPEDITOR_TOOL	Terrain	0	Terrain	
222	Water	MAPEDITOR_TOOL	Water	0	Water	
222	Resource	MAPEDITOR_TOOL	Resource	0	Ground Resources	
222	ImportHeightmap	MAPEDITOR_TOOL	ImportHeightmap	0	Import Heightmap	
222	ExportHeightmap	MAPEDITOR_TOOL	ExportHeightmap	0	Export Heightmap	
222	74	MAPEDITOR_TOOL	Forest	0	Forest Resources	
222	Environment	MAPEDITOR_TOOL	Environment	0	Environment	
222	MapSettings	MAPEDITOR_TOOL	MapSettings	0	Map Settings	
MAPEDITOR_INFOVIEWS	Resources	MAPEDITOR_INFOVIEWS	Resources	0	Natural Resources	
230	TerrainHeight	MAPEDITOR_INFOVIEWS	TerrainHeight	0	Terrain Heights	
230	WindSpeed	MAPEDITOR_INFOVIEWS	WindSpeed	0	Wind Speed	
230	PublicTransport	MAPEDITOR_INFOVIEWS	PublicTransport	0	Outside Connections	
230	224	MAPEDITOR_INFOVIEWS	Water	0	Water Flow	
MAPEDITOR_NET_TITLE	Ship Path	MAPEDITOR_NET_TITLE	Ship Path	0	Ship Path	
235	Airplane Path	MAPEDITOR_NET_TITLE	Airplane Path	0	Airplane Path	
235	Train Track	MAPEDITOR_NET_TITLE	Train Track	0	Train Track	
235	Highway	MAPEDITOR_NET_TITLE	Highway	0	Highway	
235	HighwayRamp	MAPEDITOR_NET_TITLE	HighwayRamp	0	Highway Ramp	
MAPEDITOR_NET_DESC	236	MAPEDITOR_NET_DESC	Ship Path	0	Set paths and connect them to the edges of the terrain to provide ship access from outside the city.	
241	237	MAPEDITOR_NET_DESC	Airplane Path	0	Set paths and connect them to the edges of the terrain to provide airplane access from outside the city.	
241	238	MAPEDITOR_NET_DESC	Train Track	0	Set train tracks and connect them to the edges of the terrain to get trains from outside the city.	
241	239	MAPEDITOR_NET_DESC	Highway	0	Set highway roads and connect them to the edges of the terrain to get people to come into the city.	
241	240	MAPEDITOR_NET_DESC	HighwayRamp	0	Use highway ramps to provide an exit from the highway as a starting point for the city's road network.	
CHIRPHEADER_TREES		CHIRPHEADER_TREES		0	{0:N0} / {1:N0} trees used	
CHIRPHEADER_PROPS		CHIRPHEADER_PROPS		0	{0:N0} / {1:N0} props used	
CHIRPHEADER_SHIP_CONNECTIONS		CHIRPHEADER_SHIP_CONNECTIONS		0	{0:N0} / {1:N0} ship connections used	
CHIRPHEADER_PLANE_CONNECTIONS		CHIRPHEADER_PLANE_CONNECTIONS		0	{0:N0} / {1:N0} plane connections used	
CHIRPHEADER_TRAIN_CONNECTIONS		CHIRPHEADER_TRAIN_CONNECTIONS		0	{0:N0} / {1:N0} train connections used	
CHIRPHEADER_ROAD_CONNECTIONS		CHIRPHEADER_ROAD_CONNECTIONS		0	{0:N0} / {1:N0} incoming road connections used\n{2:N0} / {3:N0} outgoing road connections used\n	
EDITORCHIRPER_REQUIREMENTS		EDITORCHIRPER_REQUIREMENTS		0	Requirements	
EDITORCHIRPER_REQUIREMENTS_WATER		EDITORCHIRPER_REQUIREMENTS_WATER		0	Have water stream in the starting area.	
EDITORCHIRPER_REQUIREMENTS_SHIP		EDITORCHIRPER_REQUIREMENTS_SHIP		0	Have at least one ship path connection.	
EDITORCHIRPER_REQUIREMENTS_PLANE		EDITORCHIRPER_REQUIREMENTS_PLANE		0	Have at least one plane path connection.	
EDITORCHIRPER_REQUIREMENTS_TRAIN		EDITORCHIRPER_REQUIREMENTS_TRAIN		0	Have at least one train track connection.	
EDITORCHIRPER_REQUIREMENTS_ROADIN		EDITORCHIRPER_REQUIREMENTS_ROADIN		0	Have at least one incoming highway connection.	
EDITORCHIRPER_REQUIREMENTS_ROADOUT		EDITORCHIRPER_REQUIREMENTS_ROADOUT		0	Have at least one outgoing highway connection.	
EDITORCHIRPER_REQUIREMENTS_RECOMMENDED		EDITORCHIRPER_REQUIREMENTS_RECOMMENDED		0	Recommended	
EDITORCHIRPER_REQUIREMENTS_OIL		EDITORCHIRPER_REQUIREMENTS_OIL		0	Have oil areas in the map.	
EDITORCHIRPER_REQUIREMENTS_FOREST		EDITORCHIRPER_REQUIREMENTS_FOREST		0	Have forest areas in the map.	
EDITORCHIRPER_REQUIREMENTS_ORE		EDITORCHIRPER_REQUIREMENTS_ORE		0	Have ore areas in the map.	
EDITORCHIRPER_REQUIREMENTS_FERTILITY		EDITORCHIRPER_REQUIREMENTS_FERTILITY		0	Have fertile areas in the map.	
MAPEDITOR_UNFITREQUIREMENTS		MAPEDITOR_UNFITREQUIREMENTS		0	The map is not playable because the Requirement list is not fulfilled.	
TERRAIN_TITLE	Level	TERRAIN_TITLE	Level	0	Level Tool	
261	Shift	TERRAIN_TITLE	Shift	0	Shift Tool	
261	Soften	TERRAIN_TITLE	Soften	0	Soften Tool	
261	Slope	TERRAIN_TITLE	Slope	0	Slope Tool	
TERRAIN_DESC	262	TERRAIN_DESC	Level	0	Even out the terrain under the brush.\n1. Right click on the terrain to select the desired height.\n2. Left click on the terrain to set the desired height.\n	
266	263	TERRAIN_DESC	Shift	0	Lower/Raise the terrain under the brush.\nLeft click to raise. \nRight click to lower.\n	
266	264	TERRAIN_DESC	Soften	0	Smooth the terrain under the brush.\nLeft click to smooth softly / soften hard edges.\nRight click to strongly smooth areas.\n	
266	265	TERRAIN_DESC	Slope	0	Create a slope on the terrain.\n1. Right click to set the final position of the slope on the terrain.\n2. Left click and drag toward the final position to create a slope.\n	
MAPSETTINGS_TITLE	StartTile	MAPSETTINGS_TITLE	StartTile	0	Start Tile	
267	195	MAPSETTINGS_TITLE	Snapshot	0	Snapshot Tool	
